sourceAccount,targetAccount,amount,currency,transactionDate,isInternational
ES5586319985707294748911,ES6127392591372125998173,3328.98,USD,2025-01-07 02:03:11.618817,False
ES9146318938154448254665,ES5576839922237225635165,370.55,USD,2025-01-04 19:18:33.659805,False
ES1344929367741033244572,ES8261244268232787202081,3024.84,USD,2025-01-19 02:13:12.798405,False
ES4348843176969335655671,ES2738375780074574012280,3549.65,EUR,2025-02-09 04:23:37.662776,True
ES2672293933160964574052,ES2446976755398555736386,3277.65,EUR,2025-02-26 02:36:22.080492,False
ES1462896888719562990940,ES3277505802677301293703,4703.43,EUR,2025-02-06 03:52:41.976605,False
ES1493954558478023516829,ES3682639751842452692172,3181.5,USD,2025-01-17 14:03:55.426999,True
ES1851936673136565534083,ES5685792370127725752077,417.28,EUR,2025-01-06 12:47:54.827868,False
ES7389478173487907782685,ES8161162828070527039191,3944.38,GTQ,2025-01-22 17:34:58.726341,False
ES8214152689700927988439,ES7028957922932021526980,1769.11,EUR,2025-02-26 03:15:48.796011,False
ES8138543112713724357177,ES3682493618648243942574,1031.66,USD,2025-01-20 04:03:43.990968,False
ES2707263065261532990050,ES7175380016678205381305,621.18,EUR,2025-01-25 19:58:23.790854,True
ES6770331263676574873263,ES1059433136275743162867,1222.76,EUR,2025-02-24 13:34:43.210090,False
ES9291992882251588941497,ES3615610743971352077936,2166.36,GTQ,2025-02-09 18:58:12.737297,False
ES1756768247594137642017,ES4585461925011323662068,135.5,USD,2025-01-17 04:25:22.261240,True
ES0979083610228001321451,ES2486707506421912462459,1519.7,EUR,2025-01-18 09:07:44.268288,False
ES8257062460036222175804,ES7338489702877784347790,2486.71,GTQ,2025-02-15 14:39:41.250557,False
ES0983849507674799078913,ES6463505427724631526297,3587.54,GTQ,2025-01-31 09:36:44.112119,True
ES1276176369009598865026,ES2701896776865713030551,2622.23,USD,2025-01-03 21:19:59.252686,False
ES4707567661224499143550,ES3966410059425997958682,277.9,GTQ,2025-02-04 17:50:44.138527,True
ES9247391537713432376618,ES9811143058390449615952,2867.71,USD,2025-02-24 04:57:27.216417,False
ES5934180294801174233074,ES6552524687215554837659,1094.58,EUR,2025-02-24 14:26:38.017457,True
ES7889305909459363559506,ES1930027049113832298487,2460.31,EUR,2025-01-25 22:10:56.875995,True
ES8063542968012941839052,ES1588641650715624088072,1061.17,USD,2025-01-30 08:48:07.606167,True
ES1461582275929172885842,ES4833375129241264134404,1153.27,GTQ,2025-01-25 05:06:47.562407,False
ES1590631524663715794004,ES2354054082097324725744,214.38,EUR,2025-01-13 02:31:03.331987,True
ES4932201696085408530337,ES5832815887779748203557,1041.63,USD,2025-01-11 21:16:26.615477,False
ES9883472324867801327767,ES3725448490603821501501,4393.11,GTQ,2025-01-26 08:21:16.168611,True
ES2391623085493011004729,ES5132950831840604188642,2782.32,EUR,2025-01-12 20:12:17.735097,False
ES7325846676701551662386,ES6127392591372125998173,4293.93,EUR,2025-02-03 16:24:32.646961,True
ES1400360655132802020610,ES8947926528728348532994,1113.69,EUR,2025-01-20 11:11:28.188428,False
ES4239110779668843619856,ES7972574914397916597030,1772.73,USD,2025-01-24 16:43:33.678194,True
ES2503738528188098138333,ES7395917810234566169750,2251.91,GTQ,2025-02-06 13:10:21.835748,True
ES9747406023983988356312,ES6593780275992049629226,4962.43,USD,2025-02-18 22:05:18.302920,True
ES0713992518826883338478,ES7395917810234566169750,913.12,GTQ,2025-01-31 08:50:17.374109,True
ES2741728738988597032200,ES2859937983178488316634,4146.68,USD,2025-02-13 22:43:39.427769,False
ES0671374570615143362515,ES4524323951068014587632,2690.55,EUR,2025-01-19 05:24:50.455238,False
ES7972574914397916597030,ES2024849343081496202571,676.98,EUR,2025-01-08 09:49:58.443837,True
ES4114286291777418815322,ES2397764081572739022947,995.83,USD,2025-01-12 13:45:06.015581,False
ES7296409053749353410690,ES5114079332969209184911,1807.16,GTQ,2025-02-14 11:59:15.121987,False
ES9598306125390988048555,ES8936463761178975093006,3314.66,USD,2025-01-01 16:33:26.316571,False
ES3981991458001810516430,ES2227785921446359390831,4833.45,USD,2025-01-26 03:58:31.389438,False
ES0367616567788892153129,ES0859233852471842360924,4942.8,USD,2025-01-05 04:37:37.448771,True
ES5947754599702320928334,ES6471276310303055163042,3270.62,EUR,2025-01-11 13:06:38.988077,True
ES2765410814313933870222,ES3427426372759101910112,4058.75,EUR,2025-01-21 11:32:27.193411,True
ES1486162054445894953500,ES6832776788161294260909,2609.07,EUR,2025-02-01 10:44:15.845860,False
ES2039761002560322103376,ES8471703774561937126869,778.56,EUR,2025-02-25 19:00:16.817547,True
ES2041487772529175812558,ES8703422197614861158219,4365.86,GTQ,2025-02-24 14:47:08.260820,True
ES1179083470619264810674,ES9762627043636844659448,3414.22,EUR,2025-02-06 15:33:42.323200,True
ES8553677744202144178514,ES9126333652809306220788,3554.5,USD,2025-02-24 07:08:10.216812,False
ES4648027735740336727727,ES7587831954848952619052,4748.96,USD,2025-01-25 05:59:34.046715,True
ES7014977834415057898987,ES7088903795168589831381,3635.79,GTQ,2025-01-13 05:43:32.863101,False
ES1574547579803716582636,ES1329644350716748131614,3693.18,GTQ,2025-01-05 10:00:11.866038,False
ES9368541042435344190577,ES5380219134073800904820,1297.46,USD,2025-01-26 07:48:16.614252,True
ES1650387965331752510421,ES4974662511740534374293,3775.98,USD,2025-01-17 12:52:13.406991,True
ES0885804866535989692439,ES2276516017644451594997,2056.46,GTQ,2025-02-12 14:43:47.862260,False
ES2635467190385309273029,ES5662777540390714146439,2487.76,EUR,2025-01-08 20:09:57.141398,False
ES0207116358934168451334,ES0491061669098091638469,2603.14,EUR,2025-01-21 17:10:48.014575,False
ES1046001458219794506033,ES3161750061027524525720,1055.9,GTQ,2025-01-01 20:46:23.902818,False
ES3131165484241562210304,ES2362218206108808747092,4168.91,EUR,2025-01-11 08:25:34.604467,True
ES2260669427480806529234,ES4026900767550803777431,4992.11,USD,2025-02-08 11:15:43.539414,False
ES1493954558478023516829,ES1142034300938436444850,4071.99,GTQ,2025-02-10 23:16:30.054018,True
ES3593425795708328441153,ES9405147174974903772852,3265.26,EUR,2025-01-16 10:32:49.864791,True
ES8140996845588376520899,ES4603719334719166621380,2462.03,USD,2025-02-10 16:31:05.913210,True
ES0248989348471896770967,ES5259111326649151085979,3038.59,GTQ,2025-02-14 12:02:31.417820,False
ES0515259602341080344182,ES0379100652596413890929,583.76,USD,2025-01-28 09:15:33.144388,True
ES1835939052414214173306,ES2323517618264992536777,419.17,GTQ,2025-02-13 10:55:28.890618,True
ES0899076251132109932136,ES8547396786030653213514,2633.19,USD,2025-01-24 02:44:40.939156,False
ES0490144684276164916177,ES8817857129645246092699,3749.42,EUR,2025-02-01 09:09:08.719439,False
ES6619843792025937718152,ES2154619064688849886109,789.86,USD,2025-02-16 09:20:02.504911,False
ES7014270856056787601225,ES3336588800150159278397,73.7,USD,2025-01-11 13:07:46.622154,False
ES3942510652768487432136,ES1207655595066476530335,4669.51,EUR,2025-02-08 18:33:37.195732,False
ES1860041498967007045416,ES8522775737532404546779,102.56,GTQ,2025-02-24 16:22:12.332602,True
ES3958246517410413104321,ES1161302834530329978522,2411.23,GTQ,2025-02-16 20:25:26.366833,True
ES6010133549514335879674,ES0678828993443532093042,3069.35,GTQ,2025-02-15 22:41:42.078315,False
ES0515103412079452310678,ES1734911537611316146985,1163.52,EUR,2025-01-29 14:33:59.327953,True
ES2444902503402518824458,ES0527334630066643536285,3381.17,USD,2025-01-16 17:37:13.915486,True
ES3543609758096018356219,ES3044534302535465235508,3810.76,EUR,2025-02-02 05:49:55.212140,True
ES8140996845588376520899,ES6882523724108964221582,1126.37,USD,2025-01-03 16:36:47.906266,True
ES8363239623931323009774,ES9850217995039850097614,3994.21,GTQ,2025-01-04 05:14:44.201669,False
ES5009225826965800743563,ES6703904978962424880984,1342.12,EUR,2025-01-11 02:24:16.186146,False
ES8772105547988481155699,ES6999763226590064130998,4222.81,GTQ,2025-02-03 07:05:29.479499,False
ES4900351596394931290595,ES3378971111992344449923,3413.3,GTQ,2025-01-27 18:05:08.867295,True
ES9035915227990431402931,ES8063234725584646404469,4383.45,EUR,2025-01-04 02:18:51.423417,True
ES2041487772529175812558,ES9247391537713432376618,3409.64,EUR,2025-01-29 19:23:41.825390,True
ES6151635347496414413080,ES0609249267350678182195,2338.06,EUR,2025-02-11 05:38:55.265559,True
ES0894361898240218266587,ES2491174791671282640309,922.61,EUR,2025-01-15 01:58:38.415565,True
ES4591027583365085698762,ES6832776788161294260909,2935.33,GTQ,2025-01-18 22:27:56.067560,False
ES3116660542514776699375,ES8110314498399499114740,2763.61,GTQ,2025-02-10 11:31:57.761963,False
ES5673681569110747113600,ES4717974986733998726052,184.32,GTQ,2025-01-25 18:16:20.612206,False
ES1558633887569761613629,ES0417883840724268853588,2376.67,EUR,2025-02-01 14:42:01.720269,False
ES0616837103344283741631,ES0559138311681260012974,4311.34,GTQ,2025-02-05 08:05:34.095097,False
ES0893811340570314865988,ES5439670030329775651848,4744.97,USD,2025-01-15 10:04:38.343456,False
ES8453823828900581682706,ES6193589292584310940203,4419.7,USD,2025-01-07 13:07:01.247859,True
ES2364619004271020017309,ES1351036753952159843727,760.4,EUR,2025-01-16 01:02:44.592193,False
ES0562758913841282997146,ES8716735105443626424546,4426.25,EUR,2025-01-03 23:39:51.615929,False
ES4551242582939820701448,ES8915645899436799457945,3994.5,GTQ,2025-02-10 02:29:52.080389,False
ES1252518219131305083058,ES7870775599902132489880,3282.56,EUR,2025-02-02 06:30:31.522154,False
ES2154619064688849886109,ES9141560412599434340643,4098.13,GTQ,2025-01-29 17:37:16.580115,False
ES0645602198235637888597,ES6892902768828734833940,3725.46,EUR,2025-01-26 06:08:06.265429,False
ES6377008734808747496220,ES2863556033010204838854,4047.65,USD,2025-02-19 04:05:30.928312,False
ES2276516017644451594997,ES4141913852557455511323,4536.55,EUR,2025-02-07 10:10:40.953204,True
ES1797425448539637465962,ES0466168187465792615188,657.25,USD,2025-01-06 16:03:51.856663,False
ES3300058826121935834563,ES4141913852557455511323,2480.82,GTQ,2025-01-28 16:19:28.235631,True
ES3444387743879646223885,ES8601919860806793088508,1371.74,GTQ,2025-01-07 20:51:11.105103,False
ES7554621770951883099001,ES5134268131329680964287,1142.68,GTQ,2025-02-09 23:01:17.625699,False
ES3493773131703331389057,ES8304290341418065511891,144.66,EUR,2025-02-11 09:58:06.477634,False
ES8637348645811733021834,ES7532629602061420305408,4335.83,USD,2025-02-13 02:53:06.688776,False
ES5155364013640233942795,ES9344999543370549595651,1879.24,GTQ,2025-01-10 21:52:49.994216,True
ES3698012849164773578001,ES4788603228299582800219,2673.05,EUR,2025-02-26 08:57:55.064811,True
ES4833375129241264134404,ES7296409053749353410690,3039.74,USD,2025-01-07 04:57:53.828581,False
ES5280358744044530664414,ES4841671455635145927022,1521.69,GTQ,2025-01-12 13:14:44.004869,True
ES2007139490878857425124,ES4320981450409098702395,1390.71,USD,2025-02-25 22:41:19.762308,False
ES1592378497304673811074,ES1400360655132802020610,1053.07,EUR,2025-01-10 02:29:45.344099,True
ES1426322791194229911015,ES2617691976198340548447,3611.34,EUR,2025-01-24 23:57:44.054020,True
ES5426635597844782897591,ES7175380016678205381305,4947.28,EUR,2025-01-21 04:08:28.407331,True
ES1150818431275341822981,ES8670595456533448932599,238.99,GTQ,2025-02-04 07:17:54.246063,True
ES6614476321468323087289,ES5125790711544980037477,2587.46,GTQ,2025-02-19 08:42:16.508405,False
ES7722517245673086813420,ES2859937983178488316634,2165.09,USD,2025-02-10 20:30:22.604656,False
ES0771663225732321594056,ES6324922821451420311912,2341.72,GTQ,2025-02-10 08:50:03.126114,False
ES1422049176798560292008,ES2809585156515640284045,4917.41,EUR,2025-02-02 13:54:27.524224,False
ES8889661194447115776377,ES6531144831313082226109,1245.72,USD,2025-02-07 04:42:01.258960,False
ES8030795464180886557376,ES8088899575736585192774,3921.11,GTQ,2025-02-07 13:45:24.376872,False
ES3664664901865592801643,ES2386938027246736935262,1685.01,USD,2025-02-23 02:36:33.423276,True
ES6329100621131702000786,ES4448710776318388553692,3791.95,EUR,2025-01-01 23:45:33.608395,True
ES7146891851437401508768,ES8393982884405312331492,453.05,USD,2025-02-09 06:45:31.988350,False
ES6856238267063602087545,ES5248139972711987216510,2419.86,GTQ,2025-02-01 00:01:37.615182,True
ES0980369420301142697181,ES3209586628674159951371,2985.66,USD,2025-02-21 07:38:56.989403,False
ES2625898603161875413612,ES1252518219131305083058,1319.23,EUR,2025-02-15 03:28:21.924633,False
ES6327929073748172496066,ES5575245716343648741358,2351.97,GTQ,2025-01-18 22:23:23.203240,True
ES2104376114988445143975,ES2732816690151124698902,4174.29,EUR,2025-02-02 03:04:05.683593,True
ES2171449656321763387596,ES7270304752322224830393,1082.66,EUR,2025-02-07 09:49:22.459008,False
ES7483897480461188988707,ES5018494269107408422194,1862.31,GTQ,2025-01-10 02:21:10.086675,False
ES2873572194294570146758,ES8887148674389654726781,1059.76,EUR,2025-02-10 08:54:53.786119,True
ES3856263154945454562579,ES4551242582939820701448,4557.31,GTQ,2025-01-21 06:51:20.758215,True
ES7862462473206793973664,ES4349228928769356376410,936.79,EUR,2025-01-01 21:19:50.078417,True
ES8071236393793010967519,ES3966410059425997958682,4304.98,EUR,2025-02-12 02:13:02.388197,False
ES5457343020812070160085,ES2559259549518866002103,2357.52,EUR,2025-02-23 05:45:58.554367,True
ES0414360389359469718258,ES8596333528464733621580,4572.37,GTQ,2025-01-02 16:22:58.543778,True
ES0518413111726713395665,ES8900687551731692494324,3002.57,USD,2025-02-18 11:52:55.423439,False
ES6167210746204793748474,ES9551527276293850425223,4314.85,GTQ,2025-01-10 17:28:57.256826,True
ES9734064746602963855805,ES4335102636238060390022,2465.0,EUR,2025-01-05 01:37:45.437919,False
ES7984099417693606785508,ES6427302031535675370062,2945.37,EUR,2025-02-20 07:58:48.336538,True
ES1862037053317606618541,ES9848186807513688396090,4830.5,USD,2025-01-14 21:33:12.909551,False
ES5555173907028883702005,ES8455054379878588436920,2507.74,USD,2025-02-01 06:08:49.010480,False
ES0470057682620758110284,ES5278859527816122695962,2530.07,USD,2025-02-12 07:32:02.813868,False
ES4567247652227629276263,ES1791550426384843723579,3794.89,GTQ,2025-02-19 02:31:18.015362,False
ES5725826054934688931276,ES3063840111354395635438,1823.19,USD,2025-01-28 13:30:15.504690,False
ES0964307490630788863752,ES7341626074533787943578,2484.83,EUR,2025-01-27 07:11:09.170612,True
ES5646669874649655322228,ES9557018839240488675072,3406.84,EUR,2025-01-13 20:53:04.975860,False
ES7441002263992259672653,ES7877704726562020501074,1351.83,USD,2025-01-03 22:21:32.787698,True
ES8364812841892765053572,ES8650787758905870750215,2592.55,EUR,2025-01-26 02:00:33.261491,False
ES0672925586839386425959,ES2478233592091157035051,4649.19,EUR,2025-02-08 00:07:57.571231,False
ES9141361576101494224596,ES0330325082068152616818,46.12,EUR,2025-02-05 11:38:30.194067,False
ES9387995450504095748983,ES7707547646225407528126,2401.25,GTQ,2025-01-05 08:23:36.493643,True
ES0971633495997926446915,ES4028244289011652433163,953.82,EUR,2025-01-04 09:56:39.780428,True
ES0979083610228001321451,ES0895252517341711045661,3931.52,EUR,2025-02-15 07:22:55.788961,True
ES9249056240926109063785,ES5093888340704078397595,422.71,EUR,2025-01-05 20:50:19.808563,False
ES1038803515085356193284,ES8597346969826339952109,2517.85,EUR,2025-01-30 22:07:41.577921,False
ES0964307490630788863752,ES9354217231809532278683,217.81,GTQ,2025-02-05 15:06:40.151341,False
ES3688155377194931222170,ES4129074525234470363479,1085.9,USD,2025-01-26 03:24:12.884056,True
ES5968405620159763612777,ES1810184528326280630497,178.03,GTQ,2025-01-09 19:58:59.375030,False
ES2445146132787767056391,ES2940854012187000241842,4225.26,EUR,2025-01-24 00:12:41.779774,True
ES1986595490743648811829,ES9567726771918302188864,3128.72,USD,2025-01-06 22:41:40.114430,True
ES8368472737642461115062,ES1329644350716748131614,803.18,GTQ,2025-01-06 18:34:45.018719,True
ES3277505802677301293703,ES5514695386160532439566,3039.19,GTQ,2025-01-31 13:23:15.819824,False
ES0425644270258800306276,ES1443609018530368203230,1102.53,GTQ,2025-01-06 09:30:43.852106,True
ES1735422486056318105683,ES4513979835584243090405,1797.5,EUR,2025-01-23 19:11:56.270288,False
ES9865202212666595522087,ES0276643357277334455389,26.05,USD,2025-02-19 11:44:38.768705,True
ES2024849343081496202571,ES9299543965757897123283,3216.91,USD,2025-01-05 17:11:48.155177,False
ES1383380762997847011092,ES1851936673136565534083,3976.3,USD,2025-02-05 17:27:39.928044,True
ES0660452484461801345740,ES2568417392714109832751,1050.32,USD,2025-01-31 07:22:22.967605,True
ES5049578284893190093173,ES7364090695258749345517,4333.25,GTQ,2025-01-19 06:36:08.095828,False
ES0463999519937347425604,ES2691541123489001918283,2796.55,EUR,2025-01-03 02:28:53.848213,True
ES5835038710313743383461,ES9655582955357152915896,648.83,USD,2025-02-05 03:37:50.450388,True
ES1862037053317606618541,ES7662336988079123915112,3792.74,GTQ,2025-02-19 03:02:26.194647,False
ES7934059620953237442746,ES7438889558236132983105,640.31,USD,2025-01-20 20:43:21.544355,False
ES4968179693390839797363,ES6394098849354469068730,630.98,GTQ,2025-01-06 14:24:25.363648,True
ES9230984060200429269241,ES0214439475623676176536,4551.14,USD,2025-01-07 22:36:45.449674,False
ES7817784621571201478815,ES7441002263992259672653,1446.55,EUR,2025-01-14 16:57:32.290529,True
ES3378971111992344449923,ES3157078065072107517830,1800.99,EUR,2025-01-04 06:43:06.253185,False
ES2987512914699480936024,ES9065300877654142720795,2938.69,GTQ,2025-01-09 01:55:47.088390,True
ES1974400961353235622228,ES7871863627311760991484,3586.28,GTQ,2025-02-03 09:58:29.410707,False
ES8222999945149665633111,ES5680141750338652059699,4151.04,EUR,2025-02-06 03:00:04.419402,True
ES9661903817552957586512,ES9035915227990431402931,2435.24,GTQ,2025-02-08 23:44:53.624762,True
ES2004369986743340099069,ES4429293857224293852503,4353.0,EUR,2025-01-17 03:58:33.499159,False
ES2282835703916656548000,ES3578662248277519347711,2938.54,USD,2025-02-09 01:09:13.352943,False
ES0985634337057704746782,ES7142406697384559385350,1818.06,GTQ,2025-01-20 22:10:27.906554,False
ES5673915774716500670391,ES7800955235385112153497,3872.29,GTQ,2025-02-21 01:41:26.317290,True
ES2635467190385309273029,ES5488134691569026106159,1698.85,USD,2025-01-20 09:57:46.778784,True
ES7146891851437401508768,ES5535477788687924830846,2571.38,GTQ,2025-02-18 05:03:01.029786,False
ES8091455847973650620530,ES4135833216616126800611,4263.44,GTQ,2025-02-16 15:44:23.535930,False
ES5725826054934688931276,ES5938870596551987607192,1316.39,GTQ,2025-01-20 15:56:49.623521,False
ES5685792370127725752077,ES8670595456533448932599,3379.28,EUR,2025-02-12 04:46:39.041458,True
ES2201205894275027916105,ES6329100621131702000786,3813.41,GTQ,2025-01-17 03:48:42.064639,False
ES7014270856056787601225,ES5927426611667347107334,584.49,GTQ,2025-02-14 06:55:43.457951,False
ES9848186807513688396090,ES1956519747976435742370,2557.0,USD,2025-02-11 07:24:08.478463,False
ES2230428648402326599594,ES6614476321468323087289,3562.11,USD,2025-01-17 16:55:17.037047,True
ES3865014538846360619148,ES2610399085970120748636,143.54,EUR,2025-01-12 22:52:41.249937,False
ES9177521696777042628674,ES0841072101468532237216,1767.96,GTQ,2025-01-25 22:12:55.350785,True
ES3733711312033490219166,ES2214502510000957787653,1669.88,GTQ,2025-01-06 14:41:53.852170,True
ES4767415671144922124985,ES7227655281935185846824,2543.87,GTQ,2025-01-08 08:46:26.959954,True
ES5083394869260595300827,ES9551524160253810928880,2238.72,EUR,2025-01-24 14:57:26.645919,False
ES8188043919197095898248,ES9494240857746892678579,4183.46,GTQ,2025-01-02 08:18:58.989787,False
ES0738131435132869681318,ES1856586120487704849732,1364.83,GTQ,2025-02-22 07:18:25.239733,True
ES3590217273298051361626,ES9103279084870970774050,4398.13,USD,2025-01-02 10:51:16.485951,True
ES1235905781210753920651,ES7889305909459363559506,2242.41,EUR,2025-01-13 00:25:44.740623,True
ES5955562019834998893192,ES0685341605546750061199,2354.99,USD,2025-01-18 00:19:57.838158,True
ES2888106859718929811411,ES4105544107136257199945,3556.37,EUR,2025-01-19 05:03:56.649665,False
ES8257062460036222175804,ES5836871869115472445979,2741.62,EUR,2025-02-17 18:03:30.452542,False
ES0515103412079452310678,ES0827254211964834575435,1333.11,GTQ,2025-01-22 21:34:01.722285,True
ES6856238267063602087545,ES4956190267298901406015,671.53,GTQ,2025-02-24 15:47:47.131107,False
ES4265401800268089981220,ES0834357219680447348546,3298.37,EUR,2025-01-18 21:29:36.626817,True
ES1847218831356945278530,ES2271508386638111417859,1826.43,USD,2025-01-01 20:59:31.130919,False
ES5251617984569878946670,ES3231922905298584645593,4651.34,EUR,2025-02-16 11:01:39.898627,False
ES6826166225312328072759,ES2171449656321763387596,3124.09,USD,2025-01-28 17:53:14.233012,False
ES9162441075961630186336,ES8830327189514185348674,3913.37,USD,2025-01-06 00:42:41.599449,False
ES8590315636134093502658,ES5785312005933379830495,2418.55,EUR,2025-01-16 18:53:11.116471,True
ES1851936673136565534083,ES4717974986733998726052,4710.15,EUR,2025-02-22 17:12:15.140610,True
ES5278859527816122695962,ES7714806866323934566633,1017.77,USD,2025-01-21 00:49:39.437434,False
ES7867447137224533456424,ES3828258571349713077664,3188.48,USD,2025-01-03 09:16:56.069939,True
ES8530901363282842492430,ES0490144684276164916177,4802.31,EUR,2025-01-15 17:38:44.486003,True
ES8605453665920833159312,ES4932201696085408530337,1772.43,GTQ,2025-01-24 06:15:35.787526,False
ES6321363824372236833815,ES4965850870790651198131,1824.02,EUR,2025-02-18 21:42:56.342092,True
ES7846007681157313436704,ES3142996280609202975611,2125.57,GTQ,2025-02-06 18:05:16.180009,True
ES2987227224937989198027,ES4253604153608723724140,3973.72,GTQ,2025-01-07 15:47:02.643311,False
ES6787234422393823140945,ES7409631892748437633301,4304.61,EUR,2025-01-05 17:09:56.901517,False
ES8110314498399499114740,ES3927228281265090567901,2806.85,GTQ,2025-01-17 00:06:46.543603,False
ES2794593984963978886858,ES6300681750427928694037,1514.6,GTQ,2025-01-23 20:59:28.468718,True
ES3231922905298584645593,ES8496640835114645021314,2092.7,GTQ,2025-01-27 18:54:42.074281,True
ES5318918147334707918527,ES1351036753952159843727,406.49,USD,2025-01-22 02:00:24.195971,False
ES9407297851812263976895,ES3039451876442526512912,3405.66,GTQ,2025-02-21 05:58:31.771047,False
ES2188254958318654776235,ES5009225826965800743563,476.51,GTQ,2025-02-13 08:38:57.267831,False
ES6802761233148830962115,ES4386726386679055109246,1123.11,GTQ,2025-01-04 06:20:42.563423,False
ES7418088172176107962241,ES1828238194015326888498,3894.4,GTQ,2025-01-17 23:06:51.116966,True
ES5255302493212921953433,ES1435734052137295438736,3344.47,EUR,2025-02-17 12:18:28.781276,True
ES0382707224332441622240,ES3727240534898900760257,4778.76,GTQ,2025-02-15 11:34:32.235252,False
ES1975602619030658293411,ES5785312005933379830495,131.97,USD,2025-01-18 07:37:28.163777,True
ES3733711312033490219166,ES4093121927564395769972,3952.38,GTQ,2025-02-02 19:14:14.992377,True
ES6984257033000986378169,ES0714518365470328444413,473.24,EUR,2025-01-01 11:21:36.449074,True
ES1515429364075034973809,ES2621920460513166182184,817.2,EUR,2025-01-15 06:21:41.520881,True
ES6263100982522105819760,ES9246266854539628562852,3543.73,GTQ,2025-02-16 15:58:23.403431,True
ES0682076248700062686096,ES1235905781210753920651,4702.75,EUR,2025-02-03 14:20:05.996682,True
ES1650387965331752510421,ES7671760195595103827764,222.4,USD,2025-01-28 14:47:39.976045,True
ES0367616567788892153129,ES6891406289845429134266,3185.04,GTQ,2025-02-09 14:50:05.328260,True
ES7679831553277741840283,ES9829441051127097801805,4971.47,USD,2025-02-07 20:13:23.248236,True
ES2873572194294570146758,ES7817784621571201478815,1423.8,EUR,2025-01-22 13:45:39.223009,True
ES6895548588851595790958,ES2559259549518866002103,2066.95,EUR,2025-02-09 10:47:33.508654,False
ES3472452000312339468067,ES0288749091909536064787,3741.18,EUR,2025-02-16 13:53:42.158495,True
ES2068967898839454346306,ES5317034770119627388084,2722.95,EUR,2025-02-12 04:52:24.652535,True
ES4451913596233072976283,ES5519913544640731010360,939.88,EUR,2025-02-21 13:38:45.377338,False
ES0586072653337532709378,ES2805381208960575879491,1397.69,GTQ,2025-02-01 20:55:39.036143,False
ES8553677744202144178514,ES1517403857591446027919,4242.66,EUR,2025-02-15 00:26:46.590497,False
ES9145913507721908841056,ES5404241320213711286946,978.68,GTQ,2025-01-19 13:00:58.860107,True
ES5646669874649655322228,ES7951296503677753885927,3000.36,EUR,2025-02-09 11:47:13.972115,False
ES0779182801687423965981,ES6892902768828734833940,2973.48,GTQ,2025-01-27 10:02:51.655138,False
ES1252518219131305083058,ES9116251818386016055174,3418.67,GTQ,2025-02-01 18:30:02.762045,False
ES6390123971643780221051,ES2667954307485109986660,4275.14,EUR,2025-02-07 03:49:23.782450,True
ES3297339431398571892633,ES1182057138470823559257,2637.11,GTQ,2025-01-20 19:57:38.872269,True
ES7028957922932021526980,ES0412540466919212554608,4749.86,EUR,2025-02-17 13:46:20.947134,True
ES3995806552057249624493,ES6967009927397946823768,3086.86,EUR,2025-02-04 22:11:45.626000,True
ES6731305350051803508866,ES2907977957935828135573,1641.91,EUR,2025-01-05 14:53:47.859636,False
ES3917050787684764411484,ES1558303600630915550267,729.42,GTQ,2025-01-17 03:01:52.853295,False
ES4028244289011652433163,ES3725448490603821501501,771.46,EUR,2025-02-17 09:34:31.436874,True
ES1130142245144112936907,ES1344929367741033244572,4694.33,EUR,2025-01-17 15:28:09.532023,False
ES2188254958318654776235,ES4144418200019897147138,2949.86,EUR,2025-02-11 23:09:01.273701,False
ES4922258846648044784903,ES4551242582939820701448,2601.61,USD,2025-02-26 09:05:20.393375,True
ES4826322338986112018824,ES8596116550594973879014,2886.93,USD,2025-01-17 02:44:30.304878,True
ES9218922604063860764369,ES2301684703467592481010,3253.13,GTQ,2025-02-10 08:02:50.496416,True
ES1422049176798560292008,ES5056021490644299973422,2805.32,USD,2025-01-08 01:47:49.198606,True
ES1812636909412209566351,ES0828525634517756472684,1140.52,USD,2025-02-24 13:46:20.016269,True
ES0892125347735569441976,ES8097472101627504143878,2794.41,EUR,2025-01-21 04:31:42.978696,True
ES7903655324505667046876,ES8788048831038262625986,3564.37,USD,2025-01-26 13:33:16.002788,False
ES6149316874724750560009,ES3386472695712029239622,1511.0,GTQ,2025-01-07 06:39:57.523037,False
ES2712332281770851878583,ES0474684436232243411722,1230.59,EUR,2025-01-13 03:20:06.832765,False
ES6068053239642389884407,ES0527334630066643536285,1931.36,EUR,2025-02-08 13:14:11.541964,False
ES5360372101889110641700,ES4647346074238792938477,3262.11,GTQ,2025-02-26 03:05:53.959500,False
ES2667954307485109986660,ES3543609758096018356219,2307.27,EUR,2025-01-06 04:23:52.771433,True
ES3927228281265090567901,ES7418088172176107962241,1769.28,USD,2025-02-03 20:28:14.199724,True
ES0470057682620758110284,ES6886235056922859184254,3189.63,EUR,2025-02-25 09:30:38.973482,False
ES7120234426294357863021,ES7950528296982669265754,1284.69,GTQ,2025-02-21 08:24:56.183481,False
ES2571184309528108009667,ES3863313340433713139744,2077.01,USD,2025-02-16 22:38:07.864767,True
ES9590109242557586738883,ES2444902503402518824458,1844.55,USD,2025-01-19 21:44:57.508238,False
ES4125737484832248761607,ES5020359765955282094815,1782.11,EUR,2025-01-31 08:17:49.074220,False
ES7705940975407629603431,ES5662340348628144379039,316.64,USD,2025-01-19 20:43:40.761005,True
