accountNumber,accountType,balance,createdAt,isActive,currency
ES4457150527049389777073,Savings,9824.8,2024-06-16,True,GTQ
ES0501128862949871820676,Savings,57711.06,2025-01-03,True,EUR
ES3867195619649051380577,Checking,58114.77,2023-10-09,True,EUR
ES7862462473206793973664,Savings,59415.92,2021-10-25,True,EUR
ES0415002623097843964180,Checking,32644.66,2022-07-05,False,GTQ
ES7088903795168589831381,Savings,52455.39,2020-02-29,True,USD
ES5555173907028883702005,Checking,1909.66,2022-07-18,False,EUR
ES0459107936807456890696,Savings,81798.65,2024-01-19,False,USD
ES1965432298293045534645,Checking,68318.11,2021-05-29,True,GTQ
ES4974971716387435346868,Checking,15441.2,2023-06-24,True,GTQ
ES9138140273431397688527,Checking,31580.25,2020-09-26,True,EUR
ES6211592076250631028279,Corporate,57823.22,2024-08-10,True,EUR
ES2839476417096741662273,Checking,70709.91,2022-02-01,False,USD
ES5016144843917128685583,Checking,16117.52,2021-12-08,True,GTQ
ES1293861731104936177552,Savings,70340.33,2024-06-28,True,USD
ES1879692392441981432102,Checking,73012.15,2023-11-01,False,GTQ
ES7106601971060479189232,Savings,99115.26,2020-08-13,False,EUR
ES9279687028161940240602,Checking,68111.97,2023-09-20,False,EUR
ES6900233487363010999417,Checking,8110.5,2021-07-27,False,EUR
ES7735419608951267015168,Corporate,92383.31,2021-03-25,False,USD
ES3482091879307405725853,Savings,33018.44,2020-05-05,True,GTQ
ES7800955235385112153497,Checking,46295.72,2021-05-18,True,GTQ
ES9044889283508382521904,Savings,44746.49,2024-03-27,False,EUR
ES7640633431412676036085,Savings,21766.87,2023-06-14,True,GTQ
ES6371979339545010392816,Corporate,1904.12,2021-07-19,True,GTQ
ES9540274163553071791050,Savings,38279.02,2021-03-24,False,GTQ
ES4567656082945186236174,Savings,92672.55,2022-10-27,True,EUR
ES0834357219680447348546,Checking,18783.66,2025-01-29,True,USD
ES3209340382112094922466,Corporate,65359.68,2022-02-28,False,USD
ES0254507537349548421409,Corporate,72532.49,2023-02-19,True,USD
ES1986595490743648811829,Savings,24844.69,2024-12-28,False,EUR
ES1572580700766129644669,Corporate,60019.39,2021-01-05,True,GTQ
ES8716735105443626424546,Corporate,38161.79,2021-07-20,True,EUR
ES1999738942459992590721,Corporate,38827.99,2022-02-07,False,EUR
ES1112024324495058099267,Savings,12880.04,2023-12-18,True,USD
ES5061945507179736578277,Checking,64499.52,2023-12-15,True,USD
ES1574613934927285936288,Corporate,57725.21,2021-09-26,False,EUR
ES4956190267298901406015,Corporate,74790.57,2021-11-27,True,EUR
ES1356711016211840762086,Checking,99995.46,2021-02-25,False,EUR
ES0491061669098091638469,Corporate,13398.41,2022-01-18,False,USD
ES8336199258690112877893,Corporate,90979.17,2022-09-11,True,EUR
ES0320787514725390874996,Corporate,2954.89,2022-07-06,False,USD
ES9830822031122306559811,Corporate,83877.25,2024-01-31,True,USD
ES4773521955467951355519,Corporate,89862.63,2021-02-01,True,GTQ
ES4185400862321523884216,Corporate,18813.82,2021-06-04,False,EUR
ES2931784996231298509576,Savings,4875.17,2021-03-06,True,GTQ
ES1527630227284747607308,Savings,9694.27,2020-05-25,False,USD
ES7208053151190094830934,Savings,98012.92,2024-06-08,False,EUR
ES1642654953229385233444,Corporate,17988.72,2020-08-11,True,USD
ES8140996845588376520899,Checking,5570.46,2024-11-30,False,GTQ
ES5457343020812070160085,Corporate,45047.11,2021-04-27,False,GTQ
ES2478233592091157035051,Checking,52743.96,2022-02-20,False,GTQ
ES6335518927080117297078,Corporate,51548.44,2020-11-21,True,GTQ
ES5020359765955282094815,Savings,24472.94,2023-02-05,True,USD
ES3092507254570517498425,Checking,85752.43,2024-02-08,True,USD
ES2152686825450663415143,Corporate,55654.99,2022-10-17,False,EUR
ES2445146132787767056391,Savings,73181.34,2023-08-01,False,USD
ES6856238267063602087545,Corporate,26241.77,2023-02-19,False,GTQ
ES8472416446314642838654,Savings,40605.88,2024-09-21,True,EUR
ES6016109065427838689030,Corporate,43108.99,2022-09-05,True,GTQ
ES3912819247436910314045,Savings,7985.25,2023-10-28,False,GTQ
ES1427248684843309553746,Corporate,64911.55,2022-03-05,False,GTQ
ES2060554632751013228611,Corporate,65129.34,2022-12-16,True,EUR
ES4112949422539290362990,Savings,32319.67,2021-12-21,False,EUR
ES9869523027727457803368,Savings,96437.75,2021-01-07,True,USD
ES2024849343081496202571,Checking,13337.5,2024-05-31,True,GTQ
ES8553258673017221109682,Corporate,41271.35,2020-08-30,False,GTQ
ES4376413422057169786220,Savings,36919.13,2021-12-17,False,EUR
ES5824179037057234847121,Savings,87016.68,2022-09-02,True,EUR
ES2184886087311372681504,Savings,10696.74,2022-11-13,True,EUR
ES6892902768828734833940,Savings,78490.63,2024-07-21,True,USD
ES4141913852557455511323,Corporate,73104.41,2024-06-14,False,GTQ
ES6390123971643780221051,Checking,10458.52,2024-07-10,False,GTQ
ES0667433592664206536557,Corporate,86674.44,2021-02-05,False,GTQ
ES7870775599902132489880,Savings,89760.45,2022-04-16,True,EUR
ES5975735059688308706565,Checking,18886.58,2022-04-11,False,EUR
ES2293125472566697799679,Corporate,13629.65,2022-08-23,True,GTQ
ES9067616623792535414637,Corporate,71609.04,2020-12-06,True,USD
ES6826166225312328072759,Checking,57188.52,2022-08-26,False,USD
ES8188043919197095898248,Corporate,64280.16,2022-03-21,False,GTQ
ES7484716138285551494879,Savings,68143.31,2024-11-27,False,GTQ
ES4434701543924469779718,Checking,19127.35,2023-02-14,False,EUR
ES9830520431796806931660,Corporate,29395.15,2020-09-24,False,GTQ
ES1311407306137890237302,Corporate,88257.38,2021-08-28,True,EUR
ES1079744694605525591486,Corporate,85934.23,2022-10-21,False,EUR
ES2196361802741364976432,Checking,84679.32,2021-05-22,True,USD
ES5600042649135438360216,Corporate,24763.64,2020-11-08,True,USD
ES5832815887779748203557,Corporate,6683.74,2024-09-15,False,GTQ
ES2699759891561026841212,Checking,81026.34,2024-09-12,True,EUR
ES7361456224538601291177,Corporate,51359.55,2024-11-29,True,EUR
ES6141822219265752975514,Checking,51986.14,2022-12-31,True,EUR
ES4061170123216256342758,Savings,62012.37,2023-12-23,True,GTQ
ES3090082629343734551471,Checking,70556.58,2022-09-03,False,USD
ES1198565085688994143608,Corporate,66456.24,2024-08-18,True,GTQ
ES5031965146167577857908,Checking,96500.09,2021-04-02,True,USD
ES0678828993443532093042,Savings,37338.04,2023-02-17,True,GTQ
ES3238481116117811559372,Checking,95295.88,2022-08-23,False,EUR
ES8454512906276486971215,Checking,17877.91,2020-04-09,True,EUR
ES6873987325032163105402,Corporate,25726.76,2022-07-27,True,EUR
ES7408716408315125030600,Checking,48829.34,2024-07-04,False,USD
ES7458057190023837344820,Savings,74064.55,2020-12-13,False,USD
ES7845478503346769577838,Checking,92981.79,2024-07-01,True,EUR
ES6548334763744193873811,Corporate,84986.83,2024-01-09,True,EUR
ES3951461854287178325723,Savings,61937.49,2020-09-23,False,EUR
ES1400360655132802020610,Checking,11609.24,2021-03-03,False,GTQ
ES7086968224879072794783,Savings,40804.74,2021-07-19,True,USD
ES5960401648596121685652,Checking,49712.57,2020-03-11,True,GTQ
ES3729849526641543356273,Corporate,89952.49,2020-02-28,False,USD
ES0207116358934168451334,Checking,1684.13,2022-01-19,False,USD
ES0515103412079452310678,Checking,40140.52,2023-12-13,False,EUR
ES5374567089547597695069,Checking,89327.15,2022-01-15,False,USD
ES9406556388349092278525,Checking,65971.68,2021-01-16,False,USD
ES2568417392714109832751,Savings,36020.04,2022-04-28,False,USD
ES7975039249676126494921,Checking,88474.05,2022-07-06,True,USD
ES7661597626888420085296,Savings,29205.08,2022-08-29,True,EUR
ES0496387983098148622411,Checking,74648.47,2020-03-19,True,USD
ES8821155311256078562014,Corporate,20700.2,2023-08-30,False,GTQ
ES9777470298996063290444,Checking,12760.44,2024-12-28,False,GTQ
ES8314289310258605440503,Checking,80182.19,2023-01-07,True,EUR
ES8536556231976531194048,Checking,50684.0,2023-05-02,False,USD
ES9590109242557586738883,Savings,95810.18,2020-07-20,True,USD
ES1179083470619264810674,Savings,35067.93,2022-07-13,True,GTQ
ES2125672954255151286486,Savings,6151.94,2022-08-19,False,EUR
ES0446348157639946000737,Corporate,74005.72,2025-01-18,False,EUR
ES4082674966275101522969,Checking,28940.11,2021-07-12,True,EUR
ES9815610360686091193120,Savings,62143.7,2022-07-25,True,USD
ES0499076527365304407223,Checking,76906.03,2024-08-13,False,GTQ
ES8060062033259315583657,Savings,66966.71,2021-12-02,False,USD
ES5773203226071847832099,Checking,70939.63,2021-09-25,True,GTQ
ES7325846676701551662386,Corporate,50731.06,2022-05-05,True,USD
ES7235512382485400737294,Corporate,63261.88,2020-10-16,True,USD
ES8475465488183727147444,Savings,14097.29,2020-10-18,True,EUR
ES6949987440333955329433,Savings,92980.73,2021-05-29,False,USD
ES5530834116730447232362,Corporate,20764.71,2024-02-14,True,EUR
ES5373050434098969718326,Checking,52972.15,2023-04-05,True,USD
ES1764063716108686002351,Checking,43181.51,2020-12-31,True,GTQ
ES5902804910874772027658,Checking,64743.44,2024-08-14,False,USD
ES4792671701470880647743,Checking,36994.04,2022-05-16,False,GTQ
ES5231008060629310405239,Checking,25449.9,2022-06-28,True,USD
ES2637347815936883721825,Savings,1053.06,2023-12-03,False,USD
ES9440567266180383895913,Checking,47733.76,2024-01-16,True,EUR
ES1375321256156836796247,Savings,25974.04,2020-08-30,False,EUR
ES8185659897761838387331,Checking,31131.31,2021-01-07,True,GTQ
ES6979252230475476341680,Savings,68613.19,2022-02-19,True,EUR
ES0559138311681260012974,Checking,74387.92,2021-12-06,False,GTQ
ES6139695153271626775378,Corporate,53357.34,2024-07-19,False,USD
ES7875259965311991888762,Corporate,28318.75,2023-09-21,False,USD
ES7368416511387601792582,Savings,13918.06,2022-11-21,True,USD
ES4588692697108980814041,Corporate,96864.69,2022-04-04,True,USD
ES2805381208960575879491,Corporate,45131.21,2022-03-05,True,USD
ES1228186364336808466347,Corporate,62282.03,2022-03-12,False,GTQ
ES2583075179073033870050,Checking,98974.82,2024-08-26,True,GTQ
ES5955562019834998893192,Corporate,16213.56,2021-07-07,True,USD
ES6352663983491525287731,Checking,55499.07,2024-03-21,False,GTQ
ES5651126801193411703797,Checking,89596.39,2025-02-17,False,GTQ
ES4311421032378751053331,Corporate,12625.46,2024-08-04,False,USD
ES2495616905219965625840,Checking,42481.41,2022-08-12,True,USD
ES6352793156694488251465,Corporate,28140.72,2020-12-17,True,EUR
ES2260669427480806529234,Savings,95624.49,2023-10-15,True,GTQ
ES0892125347735569441976,Savings,74330.8,2024-11-24,False,EUR
ES0916015699111696843314,Corporate,53714.52,2020-12-29,True,USD
ES3877819617177812519189,Checking,75322.05,2020-05-12,False,GTQ
ES2031636102039930945546,Checking,40684.05,2020-07-28,False,USD
ES2686126024243714746584,Savings,1356.45,2022-07-24,True,GTQ
ES7498418487382981304547,Corporate,1877.27,2022-08-14,False,GTQ
ES9496247170470755569543,Corporate,72337.34,2022-06-28,False,EUR
ES2868825764786808310562,Savings,30340.0,2020-05-12,False,GTQ
ES6426707406838594620426,Savings,17939.8,2020-07-27,True,GTQ
ES1772643813275606108985,Savings,29892.49,2024-02-09,True,EUR
ES4519414512405747189399,Savings,27773.05,2022-01-26,True,GTQ
ES4759792562143731372058,Savings,98964.09,2020-12-08,True,GTQ
ES6149316874724750560009,Savings,1138.6,2022-04-26,False,GTQ
ES2073112766815331193992,Corporate,97249.64,2022-08-03,False,USD
ES1856586120487704849732,Corporate,88514.65,2020-06-12,False,GTQ
ES2888106859718929811411,Savings,41425.95,2021-11-04,False,EUR
ES4685293177331587604903,Savings,62969.58,2020-08-27,True,EUR
ES2451873976399183772322,Savings,73317.19,2023-05-05,False,USD
ES7951296503677753885927,Checking,97188.87,2023-03-27,True,GTQ
ES3069538700244875139859,Corporate,69123.42,2024-01-29,False,GTQ
ES2712332281770851878583,Corporate,60829.83,2024-06-11,True,EUR
ES0237481983397514677431,Savings,33102.04,2022-10-07,True,GTQ
ES0922339453507446146347,Corporate,80965.56,2023-08-05,False,USD
ES8710593893241595046210,Checking,23940.59,2020-06-21,False,EUR
ES9752127766879497396080,Savings,90314.65,2024-08-09,True,EUR
ES4525041329963487262406,Savings,46479.62,2021-07-25,True,USD
ES6785380015981886609965,Corporate,49561.32,2023-09-07,True,GTQ
ES6619843792025937718152,Checking,3083.68,2022-09-30,True,USD
ES1650387965331752510421,Checking,69049.32,2025-01-25,True,USD
ES4330448682073018830585,Savings,8132.82,2022-03-04,True,EUR
ES9791269881012245319848,Corporate,97068.16,2023-01-02,True,GTQ
ES8814675066517116942585,Corporate,14591.84,2023-05-23,True,GTQ
ES0474684436232243411722,Savings,38409.64,2020-08-21,True,USD
ES4653670298410875775452,Savings,76581.13,2020-11-08,True,USD
ES2697654561555436082733,Savings,77241.64,2021-09-27,False,USD
ES8496640835114645021314,Corporate,60364.08,2022-04-29,True,USD
ES8178922973735292219359,Corporate,73877.02,2022-12-11,False,GTQ
ES8402016478192308264514,Savings,21029.84,2023-08-17,False,GTQ
ES0844852727662091260444,Checking,81731.03,2020-06-07,False,EUR
ES8738934945778663888864,Checking,16296.82,2024-04-24,True,GTQ
ES0927133363157148584496,Corporate,27478.21,2020-12-19,True,USD
ES4354609178505634061782,Savings,11178.72,2022-05-29,False,USD
ES3612113353398774554277,Corporate,88759.23,2020-06-21,False,USD
ES9261487901611882873499,Savings,91304.53,2020-05-20,True,USD
ES0916672384957097705552,Checking,39152.92,2021-08-22,False,GTQ
ES5127708723582362075571,Checking,23362.55,2023-04-12,False,GTQ
ES4423586705297616082559,Corporate,82455.7,2023-01-05,True,EUR
ES8110314498399499114740,Savings,99086.04,2022-07-26,True,USD
ES9850217995039850097614,Checking,36373.48,2024-04-03,False,USD
ES8279712541295461016259,Checking,92408.64,2022-01-25,True,USD
ES4875643969374861551150,Corporate,15959.19,2021-12-15,False,GTQ
ES1675289449722790865041,Checking,60361.54,2024-11-29,False,USD
ES2625766207046894896321,Corporate,69028.91,2024-07-26,False,EUR
ES4707567661224499143550,Savings,27838.23,2021-10-28,False,GTQ
ES0534033160706698525697,Checking,93355.3,2020-07-18,True,USD
ES3336763302301527115937,Savings,78000.62,2022-09-29,True,EUR
ES1982491985915381323996,Savings,39669.36,2023-05-07,False,USD
ES3098388841647557980709,Savings,58206.45,2024-01-21,False,USD
ES7216237337056635830818,Savings,32982.29,2024-01-03,True,USD
ES7889305909459363559506,Checking,35908.27,2020-11-16,False,EUR
ES4429293857224293852503,Checking,69648.66,2021-03-21,False,GTQ
ES9265850900601169309387,Corporate,34013.05,2021-05-02,True,EUR
ES3157078065072107517830,Checking,55384.59,2022-07-26,False,GTQ
ES6142112505477522608054,Corporate,82319.02,2021-12-27,False,USD
ES7438889558236132983105,Corporate,71777.18,2022-02-09,True,GTQ
ES8729308502556710737423,Savings,24284.11,2021-01-24,True,USD
ES1252518219131305083058,Savings,36877.45,2021-06-12,False,USD
ES3236141413689621546070,Savings,6898.16,2020-06-26,False,EUR
ES8116583224650326846713,Savings,30175.03,2023-03-20,True,GTQ
ES1638169985687521809506,Checking,25007.24,2023-06-11,True,USD
ES7346813271837448564300,Corporate,14642.33,2021-11-07,True,EUR
ES4074606074444447561782,Corporate,3608.34,2023-05-28,False,EUR
ES7498078030610432232107,Savings,70438.77,2020-05-12,True,EUR
ES3427426372759101910112,Corporate,87177.22,2022-11-10,True,USD
ES6728258417178270920327,Checking,14986.47,2022-01-21,True,USD
ES8575334718008358150265,Savings,57349.13,2022-03-28,False,USD
ES1609600827336176095117,Savings,47506.71,2020-12-21,True,GTQ
ES0382707224332441622240,Corporate,70157.83,2023-11-11,False,EUR
ES0881458269253897063042,Checking,72533.18,2022-11-15,False,GTQ
ES4389425069650716516109,Corporate,2307.73,2023-01-29,True,USD
ES5155364013640233942795,Savings,88234.56,2024-01-11,True,GTQ
ES9657713102060734375430,Savings,50826.25,2021-08-12,True,EUR
ES3227034972230944575629,Checking,68310.45,2022-09-22,False,GTQ
ES5680141750338652059699,Corporate,83122.3,2025-01-20,False,GTQ
ES2526734560495812750782,Savings,42943.36,2023-09-26,True,EUR
ES7166558609894750021008,Savings,52628.6,2023-10-20,True,GTQ
ES2873572194294570146758,Savings,40639.84,2023-06-04,True,USD
ES4968179693390839797363,Checking,19185.68,2021-12-11,True,GTQ
ES3185750866571689087030,Checking,48264.21,2022-12-17,False,EUR
ES3304734464797313179183,Savings,6412.49,2020-04-11,False,GTQ
ES7921864976645843464013,Checking,20278.33,2022-03-10,True,USD
ES2701896776865713030551,Savings,36907.46,2020-12-30,False,USD
ES7441002263992259672653,Savings,28938.49,2020-07-18,True,USD
ES1765121866213478659618,Savings,60113.96,2020-03-27,False,USD
ES1880474779265955334487,Corporate,20970.87,2024-02-03,True,USD
ES6466596670928432600566,Checking,9418.9,2020-04-18,True,GTQ
ES2672002910237884436228,Checking,5522.38,2020-10-11,False,USD
ES7975318462795326594966,Checking,1839.39,2023-07-30,False,EUR
ES2972977355777834538160,Checking,50521.39,2023-06-24,False,EUR
ES5163585241193976976209,Corporate,36227.89,2022-08-18,True,GTQ
ES0764182509724926081758,Corporate,10640.6,2022-07-19,False,GTQ
ES7438251319024416430344,Corporate,10999.29,2022-05-10,True,USD
ES9661903817552957586512,Corporate,79810.86,2024-06-20,False,GTQ
ES4029887981060758416324,Savings,29721.82,2023-06-27,True,GTQ
ES4818657588958113985390,Checking,8796.53,2024-10-06,True,GTQ
ES7870763603814157174765,Savings,88555.8,2021-02-23,True,GTQ
ES9557018839240488675072,Savings,99348.25,2022-11-19,False,EUR
ES5960313181861229896879,Savings,34563.05,2020-04-14,False,GTQ
ES9593154800903003636911,Checking,4961.28,2023-07-25,False,USD
ES6714416750246896926808,Savings,99703.94,2024-04-29,True,USD
ES4642425066807167368853,Corporate,63151.17,2023-03-15,False,USD
ES5762597103772943139546,Savings,15119.63,2023-12-29,False,GTQ
ES5798214636874623746012,Savings,50392.31,2024-05-22,False,EUR
ES4498021243647993356761,Savings,93471.54,2022-10-17,True,USD
ES6237843700402926890382,Checking,58074.65,2023-10-05,False,USD
ES8856980518937068667408,Savings,18739.44,2022-11-22,False,EUR
ES4884216498803600318534,Checking,97869.89,2021-11-22,False,GTQ
ES0367616567788892153129,Savings,94043.12,2023-05-17,False,USD
ES3078384505000593189108,Checking,86041.32,2022-10-11,False,EUR
ES2226350606026274502572,Corporate,91796.87,2022-07-24,True,EUR
ES1335947786482437580896,Checking,51735.45,2023-01-12,False,EUR
ES8524917783590417161459,Savings,68537.89,2024-08-01,False,EUR
ES6884724267937678919644,Corporate,5224.88,2023-04-05,True,GTQ
ES2436688681553225127270,Savings,70274.78,2021-03-04,True,USD
ES3969503471863011439505,Savings,29775.4,2024-05-27,True,GTQ
ES7132681199474530613865,Checking,85529.09,2020-05-13,True,EUR
ES9405147174974903772852,Checking,67245.91,2020-07-17,False,EUR
ES7703475405837425986817,Checking,64605.96,2022-11-03,False,USD
ES0210866718234445727978,Savings,18847.06,2024-05-01,True,EUR
ES5016387544522338843440,Checking,20747.63,2024-02-17,False,USD
ES9340762361899184559044,Checking,34899.93,2021-09-13,False,USD
ES5139814675593946310519,Corporate,74387.19,2023-06-15,True,EUR
ES7127845622186896434661,Checking,4789.95,2023-10-27,True,EUR
ES3737748452419886708771,Savings,64381.42,2020-08-30,False,GTQ
ES6463505427724631526297,Savings,98793.26,2023-11-29,False,USD
ES1468879279948520054572,Checking,79166.35,2022-08-16,False,USD
ES1129659788089629105379,Savings,21937.8,2024-01-01,True,GTQ
ES5979224478086977647318,Checking,27714.96,2022-05-02,True,USD
ES6844442248424703344645,Savings,7856.65,2020-04-23,False,USD
ES2291504420368393053054,Checking,87503.81,2024-03-07,False,EUR
ES7532629602061420305408,Corporate,22196.39,2021-12-29,False,USD
ES1780532027131818483771,Savings,10151.68,2023-02-22,False,EUR
ES1344929367741033244572,Checking,17288.79,2024-10-13,False,EUR
ES1523176626011150575830,Checking,48074.44,2020-05-31,True,GTQ
ES2996422971220964095353,Checking,36114.55,2023-01-10,False,USD
ES8685829536624724312451,Corporate,78524.17,2021-11-16,True,USD
ES2354054082097324725744,Corporate,67128.29,2021-05-06,True,EUR
ES9762627043636844659448,Corporate,98650.43,2022-12-15,False,USD
ES4624294860566996025641,Savings,89753.61,2022-02-16,True,EUR
ES5404241320213711286946,Checking,12247.08,2023-12-02,False,EUR
ES3444387743879646223885,Corporate,72506.32,2022-01-23,False,USD
ES9126333652809306220788,Corporate,45483.54,2024-03-28,True,USD
ES7086237332739003496676,Savings,74825.05,2021-05-16,True,EUR
ES6891406289845429134266,Corporate,55062.54,2024-02-04,True,GTQ
ES4819167415523867644840,Checking,22397.59,2020-05-08,True,USD
ES2554405835570318979256,Corporate,58106.81,2022-03-24,True,EUR
ES6136738591080196092757,Checking,2602.94,2024-06-16,False,GTQ
ES4705269978492857600720,Savings,70232.4,2020-06-23,False,EUR
ES9569433889407216827931,Checking,35821.17,2020-03-07,False,GTQ
ES4440870173953519386163,Checking,12224.62,2025-01-05,True,EUR
ES6279383378791178670648,Checking,37939.03,2021-10-20,True,GTQ
ES7415474401945109613093,Checking,38774.77,2021-05-10,False,GTQ
ES7620905558895418480269,Checking,70507.17,2022-09-17,True,USD
ES6327929073748172496066,Savings,9874.16,2021-01-04,True,GTQ
ES2034421564008411495192,Checking,11263.85,2021-04-24,True,GTQ
ES9230984060200429269241,Checking,50832.79,2020-10-10,True,GTQ
ES5866618012888423216990,Checking,85318.82,2021-01-27,True,USD
ES6232846163389304596927,Checking,55607.2,2022-12-22,True,USD
ES7400331512633152376440,Checking,95104.6,2021-10-16,False,EUR
ES3161750061027524525720,Checking,90891.36,2022-08-06,False,USD
ES6967009927397946823768,Checking,78437.41,2021-08-22,False,EUR
ES5412651062512929070826,Corporate,27185.41,2021-05-13,False,GTQ
ES9598306125390988048555,Savings,1411.6,2022-11-18,False,USD
ES6560163010994177404359,Savings,3598.43,2021-05-12,False,GTQ
ES5247692976747822955613,Corporate,60394.62,2021-07-11,False,USD
ES0817564670499638312983,Corporate,99290.08,2023-09-09,True,GTQ
ES2519951087881443674053,Checking,20073.38,2021-05-17,False,USD
ES9368541042435344190577,Corporate,43481.14,2023-02-18,False,GTQ
ES5511558491563010273330,Savings,40908.78,2022-02-21,False,GTQ
ES7434716838783826082333,Savings,44302.76,2024-01-27,True,GTQ
ES5731487785790851390216,Savings,50921.45,2023-09-19,False,GTQ
ES4974662511740534374293,Checking,83896.45,2024-10-01,True,EUR
ES3483341977908834928051,Savings,10232.19,2020-03-01,True,EUR
ES6453319451349594626385,Savings,63260.52,2021-03-30,True,USD
ES0768436012198786977943,Corporate,71050.02,2020-06-23,True,GTQ
ES3727240534898900760257,Checking,3503.7,2024-04-22,True,EUR
ES5662777540390714146439,Corporate,63518.68,2024-12-11,False,USD
ES3761796208317930546392,Savings,65599.75,2021-09-19,True,EUR
ES1570576870725776314805,Savings,54006.3,2023-08-08,True,GTQ
ES6584617318124780959655,Checking,77268.77,2023-09-26,True,EUR
ES4567247652227629276263,Savings,93562.61,2021-06-16,True,GTQ
ES8799674362115895888280,Corporate,86826.97,2024-10-10,True,EUR
ES7171409303318473518353,Corporate,13145.75,2023-02-23,True,EUR
ES3173044234472933785051,Checking,89565.87,2021-01-11,True,USD
ES3108606602116884916355,Checking,84617.74,2023-07-13,True,EUR
ES2859937983178488316634,Savings,49612.66,2025-01-01,True,EUR
ES7029071214324784131879,Savings,49165.21,2023-10-16,True,USD
ES9540009600376090670521,Corporate,42570.8,2021-09-19,False,GTQ
ES3643845836907049851620,Checking,81046.36,2021-10-31,True,EUR
ES6802761233148830962115,Savings,90460.18,2020-11-21,True,USD
ES6908236904048235237686,Checking,99380.22,2023-12-13,False,GTQ
ES4430528344354190089656,Corporate,55101.79,2024-05-15,True,GTQ
ES0527334630066643536285,Corporate,26195.6,2022-08-30,True,USD
ES7014270856056787601225,Corporate,3925.97,2023-09-11,True,GTQ
ES7589995242464348682278,Corporate,76335.14,2023-01-24,True,EUR
ES5425693083161591145310,Savings,89958.66,2022-07-28,True,EUR
ES6450703868981154440883,Savings,22756.35,2024-12-18,True,EUR
ES4639900336156723544000,Checking,48675.91,2024-12-07,True,EUR
ES4129074525234470363479,Corporate,55598.21,2024-04-03,False,EUR
ES7671760195595103827764,Corporate,81092.16,2024-12-11,False,GTQ
ES0734280697809921394947,Checking,92312.46,2022-07-04,False,USD
ES1007484335988720686954,Savings,69018.69,2024-07-17,False,EUR
ES6078187691121313943426,Savings,58781.18,2022-10-15,False,USD
ES2849063742375126437843,Savings,95422.45,2021-03-25,False,EUR
ES8887148674389654726781,Checking,42949.99,2023-10-29,False,EUR
ES6195287096722911887109,Corporate,11648.35,2024-05-05,False,EUR
ES8161162828070527039191,Savings,57147.06,2020-02-29,False,GTQ
ES5802453581590253494967,Savings,45490.94,2020-06-18,True,GTQ
ES2547505047104735804218,Checking,59100.06,2022-05-15,False,GTQ
ES3159743924817561206787,Corporate,95087.43,2022-11-22,False,EUR
ES2892085798071744995109,Savings,12350.35,2024-03-07,False,EUR
ES0921709907517074322042,Savings,36416.71,2023-10-20,True,USD
ES1875890239748386951798,Corporate,37794.37,2024-01-27,True,EUR
ES9028422886826747042379,Savings,1953.67,2024-08-19,True,GTQ
ES2978501057610882792795,Checking,22163.47,2023-04-06,False,USD
ES4709642047815833996834,Corporate,7557.28,2021-01-14,False,GTQ
ES0685341605546750061199,Savings,53198.97,2020-04-16,True,GTQ
ES2581925481006736698228,Checking,71910.3,2021-11-06,True,GTQ
ES6984257033000986378169,Corporate,42753.26,2020-07-16,False,EUR
ES9299543965757897123283,Checking,20616.89,2023-06-15,True,EUR
ES7984099417693606785508,Checking,5632.39,2023-06-03,False,EUR
ES4114286291777418815322,Savings,13285.18,2022-02-19,True,GTQ
ES0598934036196960876162,Checking,59525.94,2025-02-11,True,GTQ
ES8257062460036222175804,Savings,29218.65,2023-05-01,True,EUR
ES7338489702877784347790,Checking,13974.75,2024-06-12,False,USD
ES5280358744044530664414,Corporate,91885.41,2022-07-27,True,EUR
ES5328008909258436303865,Corporate,2610.96,2020-03-06,False,USD
ES0886132122721420666882,Checking,72602.11,2024-12-28,False,EUR
ES8300665798817943000205,Checking,40634.09,2022-10-26,False,EUR
ES0313443635286423886280,Corporate,5660.2,2020-05-30,False,GTQ
ES7602559957701388677927,Checking,49840.33,2021-12-27,True,EUR
ES0670886968247586882912,Corporate,11171.62,2024-06-05,True,USD
ES3336588800150159278397,Savings,14734.71,2021-11-15,False,GTQ
ES0417883840724268853588,Corporate,44132.56,2023-04-07,True,USD
ES9829363605359711497748,Savings,72686.68,2024-11-21,False,GTQ
ES8522775737532404546779,Savings,93476.93,2021-01-26,True,EUR
ES9169923448647418304945,Savings,11969.56,2020-12-04,False,USD
ES7053487006885787208774,Checking,33603.57,2023-06-13,False,EUR
ES5934180294801174233074,Corporate,17863.52,2020-05-29,True,GTQ
ES0992436645285489243507,Checking,12870.24,2021-04-18,False,USD
ES5259111326649151085979,Corporate,88892.04,2023-04-17,False,GTQ
ES6953498374001155895065,Checking,67155.29,2021-12-30,True,GTQ
ES1692952360941985905360,Checking,66465.63,2021-07-21,False,EUR
ES8136637648725203337753,Corporate,48787.92,2025-02-17,True,EUR
ES7611733770484490341442,Checking,71426.76,2024-03-20,False,GTQ
ES4915977757552945371644,Savings,66288.6,2023-04-09,True,GTQ
ES8203510327931955366848,Savings,8439.3,2022-03-01,False,USD
ES9246266854539628562852,Savings,2299.68,2024-09-11,True,EUR
ES2577256397395143665543,Checking,19603.83,2021-05-07,True,EUR
ES4251884047971023709899,Savings,81585.55,2023-05-04,False,EUR
