accountNumber,branchCode,openHours,establishedYear
ES1574613934927285936288,BR-09866,"['15:22', '21:05']",2003
ES4956190267298901406015,BR-00594,"['09:36', '08:38']",2012
ES1356711016211840762086,BR-47149,"['13:05', '12:35']",2023
ES0491061669098091638469,BR-87724,"['01:57', '07:23']",1990
ES8336199258690112877893,BR-12610,"['11:12', '02:12']",2003
ES0320787514725390874996,BR-71032,"['05:22', '22:19']",2006
ES9830822031122306559811,BR-09866,"['07:04', '14:18']",2015
ES4773521955467951355519,BR-46395,"['04:39', '18:39']",2010
ES4185400862321523884216,BR-15319,"['09:36', '08:38']",1995
ES2931784996231298509576,BR-66075,"['23:07', '09:01']",2010
ES1527630227284747607308,BR-71032,"['15:59', '14:11']",2023
ES7208053151190094830934,BR-39871,"['04:24', '18:38']",2003
ES1642654953229385233444,BR-51686,"['01:20', '05:25']",2002
ES8140996845588376520899,BR-44487,"['23:07', '09:01']",2006
ES5457343020812070160085,BR-78944,"['05:02', '11:48']",1994
ES2478233592091157035051,BR-50883,"['23:55', '11:30']",2003
ES6335518927080117297078,BR-09518,"['04:48', '10:41']",2021
ES5020359765955282094815,BR-06363,"['11:31', '11:29']",2010
ES3092507254570517498425,BR-71032,"['18:20', '10:27']",1995
ES2152686825450663415143,BR-91544,"['12:43', '23:44']",1997
ES2445146132787767056391,BR-16746,"['13:05', '12:35']",2013
ES6856238267063602087545,BR-09518,"['04:39', '18:39']",2012
ES8472416446314642838654,BR-59470,"['15:59', '14:11']",2010
ES6016109065427838689030,BR-71032,"['22:02', '03:57']",1994
ES3912819247436910314045,BR-51162,"['00:32', '21:06']",2017
ES1427248684843309553746,BR-75513,"['15:31', '05:09']",1994
ES2060554632751013228611,BR-26756,"['09:55', '18:51']",2018
ES4112949422539290362990,BR-16884,"['19:23', '20:44']",2003
ES9869523027727457803368,BR-51686,"['23:45', '01:37']",2003
ES2024849343081496202571,BR-27654,"['18:56', '22:59']",1997
ES8553258673017221109682,BR-06363,"['03:54', '12:55']",2010
ES4376413422057169786220,BR-90780,"['00:32', '21:06']",1997
ES5824179037057234847121,BR-64012,"['00:04', '17:26']",1995
ES2184886087311372681504,BR-46995,"['15:59', '14:11']",1997
ES6892902768828734833940,BR-31589,"['23:58', '07:29']",1997
ES4141913852557455511323,BR-95600,"['07:54', '10:06']",2016
ES6390123971643780221051,BR-65148,"['02:12', '10:25']",2021
ES0667433592664206536557,BR-53407,"['08:49', '15:54']",1994
ES7870775599902132489880,BR-51686,"['20:38', '20:03']",2002
ES5975735059688308706565,BR-64012,"['12:43', '23:44']",1994
ES2293125472566697799679,BR-54802,"['17:35', '09:34']",2000
ES9067616623792535414637,BR-40385,"['17:35', '09:34']",2012
ES6826166225312328072759,BR-63758,"['08:54', '22:52']",2020
ES8188043919197095898248,BR-23621,"['05:02', '11:48']",1994
ES7484716138285551494879,BR-06330,"['06:28', '09:05']",2015
ES4434701543924469779718,BR-23826,"['09:46', '12:23']",1994
ES9830520431796806931660,BR-33610,"['18:20', '10:27']",1995
ES1311407306137890237302,BR-33047,"['07:30', '18:43']",2006
ES1079744694605525591486,BR-51162,"['23:58', '07:29']",1994
ES2196361802741364976432,BR-02752,"['02:23', '00:01']",1997
ES5600042649135438360216,BR-31360,"['07:30', '18:43']",2021
ES5832815887779748203557,BR-47302,"['13:05', '21:01']",1997
ES2699759891561026841212,BR-69633,"['09:55', '18:51']",2012
ES7361456224538601291177,BR-67704,"['18:03', '15:45']",2000
ES6141822219265752975514,BR-21828,"['07:59', '06:04']",1994
ES4061170123216256342758,BR-52206,"['14:39', '04:32']",2018
ES3090082629343734551471,BR-21828,"['20:40', '11:41']",2017
ES1198565085688994143608,BR-56029,"['18:55', '00:23']",2022
ES5031965146167577857908,BR-63758,"['02:26', '02:12']",2014
ES0678828993443532093042,BR-61372,"['07:57', '17:56']",2000
ES3238481116117811559372,BR-70960,"['10:16', '10:50']",2009
ES8454512906276486971215,BR-31589,"['15:08', '07:41']",2003
ES6873987325032163105402,BR-16884,"['16:10', '14:57']",2019
ES7408716408315125030600,BR-61372,"['07:57', '17:56']",2020
ES7458057190023837344820,BR-77236,"['12:03', '03:29']",1994
ES7845478503346769577838,BR-59470,"['18:29', '05:17']",2010
ES6548334763744193873811,BR-51162,"['18:03', '15:45']",1990
ES3951461854287178325723,BR-56029,"['23:05', '18:12']",2016
ES1400360655132802020610,BR-33534,"['00:17', '01:26']",1995
ES7086968224879072794783,BR-02860,"['09:36', '08:38']",1998
ES5960401648596121685652,BR-90780,"['12:43', '23:44']",1995
ES3729849526641543356273,BR-92688,"['02:42', '20:58']",1990
ES0207116358934168451334,BR-51162,"['17:35', '09:34']",1991
ES0515103412079452310678,BR-02252,"['23:45', '01:37']",2003
ES5374567089547597695069,BR-29515,"['09:36', '23:48']",2015
ES9406556388349092278525,BR-64012,"['09:36', '23:48']",1994
ES2568417392714109832751,BR-69634,"['23:58', '07:29']",2010
ES7975039249676126494921,BR-93804,"['02:23', '00:01']",1995
ES7661597626888420085296,BR-03970,"['11:12', '02:12']",2003
ES0496387983098148622411,BR-69633,"['18:20', '10:27']",1990
ES8821155311256078562014,BR-77943,"['05:02', '11:48']",2000
ES9777470298996063290444,BR-06330,"['20:38', '20:03']",1994
ES8314289310258605440503,BR-31589,"['18:29', '05:17']",2008
ES8536556231976531194048,BR-03135,"['20:53', '23:33']",2018
ES9590109242557586738883,BR-36082,"['09:46', '12:23']",2020
ES1179083470619264810674,BR-47302,"['11:31', '11:29']",2013
ES2125672954255151286486,BR-62011,"['00:11', '16:58']",1991
ES0446348157639946000737,BR-27654,"['06:25', '14:00']",2009
ES4082674966275101522969,BR-67704,"['18:55', '00:23']",1998
ES9815610360686091193120,BR-21828,"['10:38', '08:15']",2020
ES0499076527365304407223,BR-23028,"['04:48', '10:41']",2005
ES8060062033259315583657,BR-77943,"['18:20', '10:27']",2020
ES5773203226071847832099,BR-66075,"['19:23', '20:44']",1990
ES7325846676701551662386,BR-59619,"['18:03', '15:45']",1997
ES7235512382485400737294,BR-49773,"['09:36', '23:48']",2000
ES8475465488183727147444,BR-32909,"['00:56', '17:57']",2015
ES6949987440333955329433,BR-92688,"['05:09', '01:40']",1995
ES5530834116730447232362,BR-63758,"['05:08', '22:50']",1997
ES5373050434098969718326,BR-03970,"['23:07', '09:01']",2020
ES1764063716108686002351,BR-88974,"['12:17', '10:07']",1994
ES5902804910874772027658,BR-00594,"['10:16', '10:50']",2015
ES4792671701470880647743,BR-87724,"['01:57', '07:23']",2023
ES5231008060629310405239,BR-70799,"['13:05', '21:01']",2020
ES2637347815936883721825,BR-10307,"['05:09', '01:40']",2000
ES9440567266180383895913,BR-95096,"['06:28', '09:05']",1994
ES1375321256156836796247,BR-39871,"['23:05', '18:12']",1995
ES8185659897761838387331,BR-02752,"['10:59', '06:56']",2021
ES6979252230475476341680,BR-09518,"['07:57', '17:56']",2010
ES0559138311681260012974,BR-50348,"['11:31', '11:29']",1998
ES6139695153271626775378,BR-09518,"['14:29', '01:43']",2021
ES7875259965311991888762,BR-46995,"['16:29', '16:04']",2000
ES7368416511387601792582,BR-91544,"['07:30', '18:43']",1998
ES4588692697108980814041,BR-87784,"['23:07', '09:01']",2005
ES2805381208960575879491,BR-23621,"['17:35', '09:34']",2008
ES1228186364336808466347,BR-26756,"['00:32', '21:06']",2014
ES2583075179073033870050,BR-00594,"['09:29', '18:55']",2023
ES5955562019834998893192,BR-76567,"['02:23', '00:01']",2021
ES6352663983491525287731,BR-67704,"['02:26', '02:12']",2014
ES5651126801193411703797,BR-76567,"['00:56', '17:57']",2008
ES4311421032378751053331,BR-70960,"['23:58', '07:29']",2015
ES2495616905219965625840,BR-47302,"['04:48', '10:41']",2021
ES6352793156694488251465,BR-93804,"['05:09', '01:40']",1995
ES2260669427480806529234,BR-87784,"['11:31', '11:29']",2002
ES0892125347735569441976,BR-40385,"['10:16', '10:50']",1996
ES0916015699111696843314,BR-33610,"['08:49', '15:54']",2008
ES3877819617177812519189,BR-04892,"['09:55', '18:51']",1998
ES2031636102039930945546,BR-52206,"['14:39', '04:32']",1998
ES2686126024243714746584,BR-63831,"['20:47', '15:54']",2008
ES7498418487382981304547,BR-06330,"['01:57', '07:23']",2012
ES9496247170470755569543,BR-81309,"['00:32', '21:06']",2019
ES2868825764786808310562,BR-66075,"['07:57', '17:56']",1990
ES6426707406838594620426,BR-33047,"['12:17', '10:07']",2006
ES1772643813275606108985,BR-46995,"['15:31', '05:09']",1995
ES4519414512405747189399,BR-97370,"['15:08', '07:41']",2006
ES4759792562143731372058,BR-23621,"['11:09', '00:14']",2010
ES6149316874724750560009,BR-39871,"['11:31', '11:29']",1996
ES2073112766815331193992,BR-34639,"['21:22', '18:41']",2016
ES1856586120487704849732,BR-95096,"['13:13', '11:34']",1997
ES2888106859718929811411,BR-36082,"['02:12', '10:25']",2020
ES4685293177331587604903,BR-37852,"['09:56', '21:13']",1996
ES2451873976399183772322,BR-87340,"['20:47', '15:54']",2012
ES7951296503677753885927,BR-49773,"['11:14', '07:45']",2023
ES3069538700244875139859,BR-78944,"['06:25', '14:00']",2021
ES2712332281770851878583,BR-80428,"['04:14', '03:32']",1995
ES0237481983397514677431,BR-77943,"['18:29', '05:17']",2012
ES0922339453507446146347,BR-26756,"['07:59', '06:04']",2019
ES8710593893241595046210,BR-43674,"['01:17', '09:36']",2010
ES9752127766879497396080,BR-56029,"['04:24', '18:38']",1995
ES4525041329963487262406,BR-19471,"['15:31', '05:09']",1995
ES6785380015981886609965,BR-16884,"['15:15', '04:06']",2014
ES6619843792025937718152,BR-03135,"['01:20', '05:25']",2010
ES1650387965331752510421,BR-17919,"['00:04', '17:26']",2006
ES4330448682073018830585,BR-03135,"['08:54', '22:52']",2005
ES9791269881012245319848,BR-92688,"['18:56', '22:59']",2010
ES8814675066517116942585,BR-87724,"['01:20', '05:25']",1995
ES0474684436232243411722,BR-43674,"['15:08', '07:41']",1995
ES4653670298410875775452,BR-43674,"['19:31', '23:42']",2019
ES2697654561555436082733,BR-11314,"['09:36', '15:32']",1990
ES8496640835114645021314,BR-02752,"['19:23', '20:44']",1994
ES8178922973735292219359,BR-16884,"['07:39', '18:36']",2023
ES8402016478192308264514,BR-50883,"['08:49', '15:54']",2002
ES0844852727662091260444,BR-23028,"['11:12', '02:12']",2023
ES8738934945778663888864,BR-50883,"['00:11', '16:58']",1997
ES0927133363157148584496,BR-59470,"['11:09', '00:14']",2000
ES4354609178505634061782,BR-37852,"['08:54', '22:52']",2012
ES3612113353398774554277,BR-97370,"['23:55', '11:30']",1990
ES9261487901611882873499,BR-44827,"['01:20', '05:25']",2012
ES0916672384957097705552,BR-90780,"['15:31', '05:09']",2008
ES5127708723582362075571,BR-76567,"['08:33', '05:16']",1997
ES4423586705297616082559,BR-67704,"['09:56', '21:13']",2004
ES8110314498399499114740,BR-65148,"['05:02', '11:48']",1990
ES9850217995039850097614,BR-27758,"['04:24', '05:53']",2014
ES8279712541295461016259,BR-04892,"['09:46', '12:23']",2018
ES4875643969374861551150,BR-52206,"['12:43', '23:44']",2021
ES1675289449722790865041,BR-51162,"['02:42', '20:58']",1995
ES2625766207046894896321,BR-46395,"['04:24', '18:38']",2008
ES4707567661224499143550,BR-56029,"['04:48', '10:41']",2015
ES0534033160706698525697,BR-95096,"['10:16', '10:50']",1997
ES3336763302301527115937,BR-49773,"['03:54', '12:55']",2019
ES1982491985915381323996,BR-67645,"['18:20', '10:27']",2010
ES3098388841647557980709,BR-35232,"['20:51', '01:04']",2018
ES7216237337056635830818,BR-33610,"['15:59', '14:11']",2020
ES7889305909459363559506,BR-50883,"['20:51', '01:04']",2003
ES4429293857224293852503,BR-36082,"['15:15', '04:06']",1994
ES9265850900601169309387,BR-86309,"['16:10', '14:57']",2000
ES3157078065072107517830,BR-32978,"['12:54', '23:37']",2020
ES6142112505477522608054,BR-33534,"['09:36', '15:32']",1990
ES7438889558236132983105,BR-69633,"['23:58', '07:29']",2010
ES8729308502556710737423,BR-02860,"['23:07', '09:01']",2010
ES1252518219131305083058,BR-36082,"['08:28', '15:40']",2015
ES3236141413689621546070,BR-02752,"['01:57', '07:23']",2018
ES8116583224650326846713,BR-03970,"['07:04', '14:18']",2010
ES1638169985687521809506,BR-46395,"['11:09', '00:14']",2013
ES7346813271837448564300,BR-61372,"['02:12', '10:25']",2003
ES4074606074444447561782,BR-32909,"['04:48', '10:41']",2020
ES7498078030610432232107,BR-03970,"['12:37', '18:46']",2014
ES3427426372759101910112,BR-80428,"['18:56', '22:59']",1990
ES6728258417178270920327,BR-04892,"['16:29', '16:04']",2000
ES8575334718008358150265,BR-17362,"['20:02', '18:44']",2015
ES1609600827336176095117,BR-49773,"['01:57', '07:23']",2012
ES0382707224332441622240,BR-78944,"['02:23', '00:01']",2003
ES0881458269253897063042,BR-35054,"['12:43', '23:44']",2021
ES4389425069650716516109,BR-12610,"['05:09', '01:40']",1998
ES5155364013640233942795,BR-02860,"['23:07', '09:01']",1994
ES9657713102060734375430,BR-09866,"['18:03', '15:45']",2010
ES3227034972230944575629,BR-23621,"['18:29', '05:17']",2002
ES5680141750338652059699,BR-16802,"['20:02', '18:44']",2012
ES2526734560495812750782,BR-87340,"['12:54', '23:37']",2020
ES7166558609894750021008,BR-81309,"['20:47', '15:54']",1991
ES2873572194294570146758,BR-43674,"['00:11', '16:58']",2006
ES4968179693390839797363,BR-37852,"['10:39', '01:59']",2020
ES3185750866571689087030,BR-97370,"['20:51', '01:04']",2008
ES3304734464797313179183,BR-31360,"['05:02', '11:48']",2016
ES7921864976645843464013,BR-59619,"['07:30', '18:43']",1996
ES2701896776865713030551,BR-02752,"['18:29', '05:17']",2004
ES7441002263992259672653,BR-63758,"['00:32', '21:06']",2020
ES1765121866213478659618,BR-16802,"['09:36', '15:32']",2021
ES1880474779265955334487,BR-21828,"['10:16', '10:50']",2009
ES6466596670928432600566,BR-33047,"['01:57', '07:23']",2005
ES2672002910237884436228,BR-92688,"['09:29', '18:55']",2016
ES7975318462795326594966,BR-33335,"['07:39', '18:36']",2010
ES2972977355777834538160,BR-33534,"['11:31', '11:29']",2015
ES5163585241193976976209,BR-46395,"['05:08', '22:50']",2019
ES0764182509724926081758,BR-29515,"['02:23', '00:01']",2008
ES7438251319024416430344,BR-46395,"['15:15', '04:06']",2023
ES9661903817552957586512,BR-47149,"['02:42', '20:58']",1995
ES4029887981060758416324,BR-09518,"['22:30', '19:50']",2022
ES4818657588958113985390,BR-44487,"['05:09', '01:40']",2013
ES7870763603814157174765,BR-65148,"['14:39', '04:32']",2004
ES9557018839240488675072,BR-44487,"['05:08', '22:50']",2021
ES5960313181861229896879,BR-90780,"['14:39', '04:32']",1996
ES9593154800903003636911,BR-47302,"['02:23', '00:01']",2000
ES6714416750246896926808,BR-31360,"['18:55', '00:23']",2008
ES4642425066807167368853,BR-33047,"['10:38', '08:15']",1999
ES5762597103772943139546,BR-21828,"['23:07', '09:01']",1991
ES5798214636874623746012,BR-87340,"['15:08', '07:41']",2005
ES4498021243647993356761,BR-51162,"['19:31', '23:42']",1996
ES6237843700402926890382,BR-80428,"['08:28', '15:40']",2021
ES8856980518937068667408,BR-87340,"['20:38', '20:03']",2023
ES4884216498803600318534,BR-35232,"['20:38', '20:03']",1995
ES0367616567788892153129,BR-31360,"['00:32', '21:06']",1997
ES3078384505000593189108,BR-43674,"['07:19', '17:26']",2004
ES2226350606026274502572,BR-87891,"['09:46', '12:23']",1998
ES1335947786482437580896,BR-95600,"['12:43', '23:44']",2002
ES8524917783590417161459,BR-44827,"['04:24', '05:53']",2013
ES6884724267937678919644,BR-62011,"['08:33', '05:16']",2015
ES2436688681553225127270,BR-54802,"['04:24', '05:53']",1995
ES3969503471863011439505,BR-06363,"['01:57', '07:23']",1997
ES7132681199474530613865,BR-81309,"['00:17', '01:26']",1993
ES9405147174974903772852,BR-46995,"['05:08', '22:50']",1998
ES7703475405837425986817,BR-43674,"['11:12', '02:12']",1990
ES0210866718234445727978,BR-63758,"['06:28', '09:05']",2000
ES5016387544522338843440,BR-17362,"['08:49', '15:54']",1991
ES9340762361899184559044,BR-33534,"['12:54', '23:37']",2003
ES5139814675593946310519,BR-77236,"['07:57', '17:56']",2008
ES7127845622186896434661,BR-17919,"['15:59', '14:11']",1995
ES3737748452419886708771,BR-86309,"['07:57', '17:56']",1998
ES6463505427724631526297,BR-64012,"['19:16', '10:43']",2022
ES1468879279948520054572,BR-31360,"['10:16', '10:50']",2009
ES1129659788089629105379,BR-06330,"['10:59', '06:56']",1995
ES5979224478086977647318,BR-63831,"['10:39', '01:59']",2020
ES6844442248424703344645,BR-44827,"['07:59', '06:04']",1997
ES2291504420368393053054,BR-03135,"['02:12', '10:25']",2008
ES7532629602061420305408,BR-09866,"['05:02', '11:48']",1995
ES1780532027131818483771,BR-33047,"['07:59', '06:04']",2000
ES1344929367741033244572,BR-27654,"['12:17', '10:07']",2019
ES1523176626011150575830,BR-09866,"['00:17', '01:26']",2008
ES2996422971220964095353,BR-77236,"['18:29', '05:17']",2018
ES8685829536624724312451,BR-80428,"['22:00', '22:52']",2018
ES2354054082097324725744,BR-77943,"['12:17', '10:07']",1991
ES9762627043636844659448,BR-10307,"['23:07', '09:01']",2021
ES4624294860566996025641,BR-26756,"['16:09', '07:27']",2013
ES5404241320213711286946,BR-56029,"['04:14', '03:32']",2019
ES3444387743879646223885,BR-17919,"['07:08', '14:40']",2012
ES9126333652809306220788,BR-23028,"['00:11', '16:58']",1995
ES7086237332739003496676,BR-59619,"['19:31', '23:42']",2009
ES6891406289845429134266,BR-69748,"['15:31', '05:09']",1997
ES4819167415523867644840,BR-02752,"['02:42', '20:58']",1992
ES2554405835570318979256,BR-33534,"['22:02', '03:57']",2009
ES6136738591080196092757,BR-76567,"['14:29', '01:43']",1997
ES4705269978492857600720,BR-95600,"['00:17', '01:26']",2003
ES9569433889407216827931,BR-87724,"['15:22', '21:05']",1994
ES4440870173953519386163,BR-17919,"['22:30', '19:50']",1995
ES6279383378791178670648,BR-66075,"['04:24', '18:38']",1997
ES7415474401945109613093,BR-32978,"['01:57', '07:23']",2020
ES7620905558895418480269,BR-33047,"['10:39', '01:59']",2000
ES6327929073748172496066,BR-47302,"['23:07', '09:01']",1995
ES2034421564008411495192,BR-12728,"['00:11', '16:58']",1998
ES9230984060200429269241,BR-06330,"['05:09', '01:40']",2010
ES5866618012888423216990,BR-17362,"['22:54', '04:53']",2006
ES6232846163389304596927,BR-64012,"['05:02', '11:48']",2010
ES7400331512633152376440,BR-33047,"['02:42', '20:58']",1994
ES3161750061027524525720,BR-36784,"['19:23', '20:44']",1998
ES6967009927397946823768,BR-06363,"['09:36', '15:32']",1994
ES5412651062512929070826,BR-04892,"['08:49', '15:54']",2010
ES9598306125390988048555,BR-46995,"['15:08', '07:41']",1994
ES6560163010994177404359,BR-46995,"['18:55', '00:23']",2014
ES5247692976747822955613,BR-69748,"['22:30', '19:50']",2009
ES0817564670499638312983,BR-69634,"['01:17', '09:36']",2002
ES2519951087881443674053,BR-63831,"['11:14', '07:45']",2022
ES9368541042435344190577,BR-37852,"['07:57', '17:56']",1994
ES5511558491563010273330,BR-23826,"['10:59', '06:56']",2015
ES7434716838783826082333,BR-77236,"['11:09', '00:14']",1992
ES5731487785790851390216,BR-11314,"['08:28', '15:40']",2015
ES4974662511740534374293,BR-40385,"['20:53', '23:33']",2011
ES3483341977908834928051,BR-00594,"['18:03', '15:45']",1995
ES6453319451349594626385,BR-23621,"['05:08', '22:50']",2010
ES0768436012198786977943,BR-12610,"['20:02', '18:44']",2012
ES3727240534898900760257,BR-47149,"['15:15', '04:06']",1997
ES5662777540390714146439,BR-59619,"['10:39', '01:59']",1992
ES3761796208317930546392,BR-35232,"['11:12', '02:12']",2013
ES1570576870725776314805,BR-26756,"['00:32', '21:06']",2019
ES6584617318124780959655,BR-62011,"['05:09', '01:40']",2021
ES4567247652227629276263,BR-87784,"['01:20', '05:25']",1998
ES8799674362115895888280,BR-78944,"['01:17', '09:36']",2012
ES7171409303318473518353,BR-77236,"['02:42', '20:58']",1995
ES3173044234472933785051,BR-54802,"['12:03', '03:29']",1997
ES3108606602116884916355,BR-16884,"['07:39', '18:36']",1994
ES2859937983178488316634,BR-54802,"['07:39', '18:36']",1995
ES7029071214324784131879,BR-51686,"['05:13', '23:22']",2002
ES9540009600376090670521,BR-63831,"['05:22', '22:19']",1996
ES3643845836907049851620,BR-32978,"['23:05', '18:12']",2023
ES6802761233148830962115,BR-02252,"['14:29', '01:43']",2011
ES6908236904048235237686,BR-63758,"['09:36', '23:48']",1991
ES4430528344354190089656,BR-51686,"['07:19', '17:26']",2023
ES0527334630066643536285,BR-23826,"['00:04', '17:26']",2014
ES7014270856056787601225,BR-47149,"['17:33', '19:51']",1990
ES7589995242464348682278,BR-63758,"['10:39', '01:59']",2003
ES5425693083161591145310,BR-40385,"['15:08', '07:41']",2002
ES6450703868981154440883,BR-46395,"['18:20', '10:27']",2021
ES4639900336156723544000,BR-31360,"['02:23', '00:01']",2006
ES4129074525234470363479,BR-12728,"['05:08', '22:50']",2012
ES7671760195595103827764,BR-52206,"['19:46', '13:53']",2006
ES0734280697809921394947,BR-37852,"['04:46', '00:14']",2010
ES1007484335988720686954,BR-23028,"['18:55', '00:23']",2014
ES6078187691121313943426,BR-92688,"['15:59', '14:11']",1994
ES2849063742375126437843,BR-12728,"['05:22', '22:19']",1998
ES8887148674389654726781,BR-53407,"['09:36', '08:38']",1995
ES6195287096722911887109,BR-53407,"['07:04', '14:18']",2021
ES8161162828070527039191,BR-46395,"['09:36', '08:38']",1995
ES5802453581590253494967,BR-43674,"['07:19', '17:26']",2018
ES2547505047104735804218,BR-87784,"['23:58', '07:29']",2023
ES3159743924817561206787,BR-96818,"['14:29', '01:43']",2018
ES2892085798071744995109,BR-51162,"['18:56', '22:59']",2021
ES0921709907517074322042,BR-37852,"['20:02', '18:44']",2006
ES1875890239748386951798,BR-09518,"['07:54', '10:06']",1990
ES9028422886826747042379,BR-16884,"['01:17', '09:36']",2011
ES2978501057610882792795,BR-06330,"['06:28', '09:05']",2022
ES4709642047815833996834,BR-63758,"['10:59', '06:56']",2009
ES0685341605546750061199,BR-11314,"['11:31', '11:29']",1997
ES2581925481006736698228,BR-43674,"['02:26', '02:12']",1994
ES6984257033000986378169,BR-44487,"['23:55', '11:30']",1996
ES9299543965757897123283,BR-02860,"['09:36', '08:38']",2021
ES7984099417693606785508,BR-44827,"['14:29', '01:43']",1990
ES4114286291777418815322,BR-33335,"['20:53', '23:33']",2010
ES0598934036196960876162,BR-23826,"['21:22', '18:41']",2018
ES8257062460036222175804,BR-23826,"['12:37', '18:46']",2012
ES7338489702877784347790,BR-09866,"['07:30', '18:43']",2023
ES5280358744044530664414,BR-23826,"['12:03', '03:29']",1993
ES5328008909258436303865,BR-86309,"['03:54', '12:55']",2008
ES0886132122721420666882,BR-35232,"['23:45', '01:37']",1991
ES8300665798817943000205,BR-40385,"['18:03', '15:45']",2014
ES0313443635286423886280,BR-62011,"['16:29', '16:04']",1992
ES7602559957701388677927,BR-69748,"['02:23', '00:01']",1998
ES0670886968247586882912,BR-56029,"['17:35', '09:34']",2004
ES3336588800150159278397,BR-46395,"['11:31', '11:29']",2019
ES0417883840724268853588,BR-03135,"['05:02', '11:48']",2023
ES9829363605359711497748,BR-02252,"['09:36', '08:38']",1997
ES8522775737532404546779,BR-59470,"['09:36', '15:32']",2010
ES9169923448647418304945,BR-36082,"['20:02', '18:44']",2016
ES7053487006885787208774,BR-63758,"['00:56', '17:57']",2015
ES5934180294801174233074,BR-39871,"['05:08', '22:50']",2017
ES0992436645285489243507,BR-17362,"['12:43', '23:44']",2015
ES5259111326649151085979,BR-15319,"['10:38', '08:15']",2010
ES6953498374001155895065,BR-44487,"['09:36', '23:48']",2010
ES1692952360941985905360,BR-16884,"['00:11', '16:58']",2023
ES8136637648725203337753,BR-66075,"['11:14', '07:45']",2006
ES7611733770484490341442,BR-23028,"['01:57', '07:23']",1995
ES4915977757552945371644,BR-90780,"['07:57', '17:56']",1995
ES8203510327931955366848,BR-51162,"['12:54', '23:37']",2021
ES9246266854539628562852,BR-56029,"['21:22', '18:41']",2017
ES2577256397395143665543,BR-12728,"['04:48', '10:41']",2012
ES4251884047971023709899,BR-71032,"['19:16', '10:43']",2009
ES1566595662473818349406,BR-53407,"['05:09', '01:40']",1995
ES1750742459556939216611,BR-49773,"['04:24', '05:53']",2023
ES7771322440795298295946,BR-66075,"['23:58', '07:29']",2002
ES0971633495997926446915,BR-03970,"['13:05', '21:01']",1994
ES6220541632225493925721,BR-37852,"['16:29', '16:04']",2019
ES9436886856712713793212,BR-46395,"['07:30', '18:43']",2021
ES2356363806349646396978,BR-92688,"['20:02', '18:44']",2013
ES9114983511815952719875,BR-26756,"['08:49', '15:54']",2009
ES4497203622593909755958,BR-02752,"['21:22', '18:41']",1996
ES6116704748279381181701,BR-87891,"['22:30', '19:50']",1994
ES3150438995970102304882,BR-34639,"['23:05', '18:12']",1991
ES4061741221357262998720,BR-32978,"['18:55', '00:23']",1998
ES2154619064688849886109,BR-33610,"['10:39', '01:59']",2015
ES1043751592594872692136,BR-54802,"['16:29', '16:04']",1997
ES9567726771918302188864,BR-62011,"['18:55', '00:23']",2020
ES9387995450504095748983,BR-49773,"['16:29', '16:04']",2004
ES1616337994827191425133,BR-59619,"['12:54', '23:37']",2004
ES6271895389809932654639,BR-75513,"['16:29', '16:04']",2008
ES2709482350296083600922,BR-61372,"['04:39', '18:39']",2019
ES5358039231093948068921,BR-56029,"['09:36', '15:32']",2014
ES3615610743971352077936,BR-16802,"['01:20', '05:25']",1997
ES0347057638213024351711,BR-00594,"['02:23', '00:01']",1997
ES5352266773672844684077,BR-04892,"['00:17', '01:26']",2021
ES8597346969826339952109,BR-19471,"['07:39', '18:36']",1997
ES5908083994841042793710,BR-50883,"['13:13', '11:34']",2009
ES0894361898240218266587,BR-03135,"['19:46', '13:53']",2006
ES1810184528326280630497,BR-33335,"['00:17', '01:26']",2018
ES7587831954848952619052,BR-80428,"['09:56', '21:13']",1997
ES8163805502060140998825,BR-63758,"['18:56', '22:59']",1994
ES0543939602889317424963,BR-86309,"['04:24', '05:53']",2003
ES7714806866323934566633,BR-49773,"['03:35', '07:14']",1996
ES2863556033010204838854,BR-92688,"['07:19', '17:26']",1994
ES5848315150440462577454,BR-40385,"['04:24', '05:53']",2005
ES2295692929713824003472,BR-16746,"['08:54', '22:52']",1997
ES7998151462299264469786,BR-03970,"['11:12', '02:12']",2018
ES2819986285352080976655,BR-44487,"['20:38', '20:03']",2015
ES5474886619502606151665,BR-87340,"['10:39', '01:59']",2019
ES3737881370348599900573,BR-37852,"['08:49', '15:54']",2023
ES7722517245673086813420,BR-63831,"['00:04', '17:26']",2019
ES8021558370174413072223,BR-87340,"['18:55', '00:23']",2005
ES6673401745156104461362,BR-70799,"['15:15', '04:06']",1991
ES2486707506421912462459,BR-51162,"['11:31', '11:29']",2015
ES2682821298256949155858,BR-71032,"['23:45', '01:37']",1995
ES9332406057435490726918,BR-16884,"['18:55', '00:23']",1990
ES5575245716343648741358,BR-04892,"['07:30', '18:43']",2018
ES3076147947899570566364,BR-62011,"['22:00', '22:52']",2000
ES0362047642461483984939,BR-27654,"['12:37', '18:46']",1990
ES1448553226499619443128,BR-63831,"['06:31', '07:15']",2011
ES0414360389359469718258,BR-92688,"['11:12', '02:12']",1994
ES1285551796241303709871,BR-34639,"['15:59', '14:11']",2010
ES1857814847692182195953,BR-36082,"['12:37', '18:46']",1997
ES7303704959557546334046,BR-12610,"['12:03', '03:29']",2008
ES0466168187465792615188,BR-77943,"['20:38', '20:03']",1990
