accountA,accountB,linkageType,confidenceScore,detectedAt
ES9811143058390449615952,ES9218089785470551383498,suspiciousActivity,1,2025-01-15
ES1765121866213478659618,ES2071537238518135918145,commonOwner,1,2025-01-05
ES2720018912571636760114,ES5278859527816122695962,commonOwner,1,2025-01-13
ES2571184309528108009667,ES3520280217099545012340,suspiciousActivity,1,2025-02-10
ES3801367280647574946439,ES7935949315320123922995,commonOwner,1,2025-01-11
ES8947926528728348532994,ES4071840474767686829916,suspiciousActivity,1,2025-02-25
ES7707547646225407528126,ES0800646638337701027832,sharedDevice,1,2025-01-03
ES3729849526641543356273,ES8729874808355615511276,sharedDevice,1,2025-02-25
ES0278757066422030322797,ES6530717697812952390242,commonOwner,1,2025-02-06
ES6895548588851595790958,ES1880012972530079705880,suspiciousActivity,1,2025-01-10
ES1878184737700995406113,ES9351188224863866637575,sharedDevice,1,2025-01-13
ES5290107939421875510822,ES7867447137224533456424,commonOwner,1,2025-01-10
ES2068967898839454346306,ES3909212306272101365805,suspiciousActivity,1,2025-02-04
ES8471703774561937126869,ES0391890977288016081021,suspiciousActivity,1,2025-01-29
ES6609569972705050542587,ES8716735105443626424546,commonOwner,1,2025-01-15
ES4840951730507141670481,ES5952356326766057491499,commonOwner,1,2025-01-03
ES0320787514725390874996,ES2641655157948696223775,sharedDevice,1,2025-02-02
ES1260068123883033023406,ES2710724337419643059713,suspiciousActivity,1,2025-02-25
ES2947253995033114263176,ES1228186364336808466347,sharedDevice,1,2025-02-19
ES1423032833191389238432,ES7601309909378698310061,commonOwner,1,2025-01-15
ES6626179580164207865822,ES0528858859460970781872,suspiciousActivity,1,2025-01-04
ES0320787514725390874996,ES1744370962262299709468,sharedDevice,1,2025-01-22
ES9829441051127097801805,ES4129074525234470363479,sharedDevice,1,2025-01-01
ES5290107939421875510822,ES0647084976412716357368,suspiciousActivity,1,2025-02-24
ES8379627076613823378138,ES6799029635583137362265,suspiciousActivity,1,2025-02-06
ES2712095558860728038549,ES1566595662473818349406,sharedDevice,1,2025-01-10
ES5159881318033110626407,ES2536002375372445985720,sharedDevice,1,2025-02-23
ES1059433136275743162867,ES4773521955467951355519,suspiciousActivity,1,2025-01-03
ES6463505427724631526297,ES4150819450766804186098,commonOwner,1,2025-01-28
ES1173588100904144149178,ES3304734464797313179183,sharedDevice,1,2025-01-16
ES3142996280609202975611,ES4862274808486470656267,commonOwner,1,2025-02-16
ES5255302493212921953433,ES4150819450766804186098,commonOwner,1,2025-02-07
ES5143504341962983695383,ES4071840474767686829916,commonOwner,1,2025-02-02
ES8746240738537777191343,ES4258986851716024061156,sharedDevice,1,2025-02-13
ES4519414512405747189399,ES2491174791671282640309,suspiciousActivity,1,2025-02-22
ES1245872198775742944287,ES7722517245673086813420,suspiciousActivity,1,2025-02-11
ES0367616567788892153129,ES8503889593693451825582,commonOwner,1,2025-01-20
ES7722517245673086813420,ES8261244268232787202081,sharedDevice,1,2025-02-05
ES0670886968247586882912,ES8575334718008358150265,sharedDevice,1,2025-01-21
ES3157078065072107517830,ES7601309909378698310061,suspiciousActivity,1,2025-01-05
ES1734911537611316146985,ES8187838621945608549507,sharedDevice,1,2025-01-28
ES5426635597844782897591,ES9028422886826747042379,suspiciousActivity,1,2025-02-23
ES5092664253261666436423,ES6237843700402926890382,commonOwner,1,2025-01-11
ES6292945657319564531311,ES1847218831356945278530,commonOwner,1,2025-01-16
ES6335518927080117297078,ES9421710171672466810699,suspiciousActivity,1,2025-02-09
ES4637135697889873248923,ES2196361802741364976432,commonOwner,1,2025-01-13
ES2451021739625676745936,ES0667433592664206536557,suspiciousActivity,1,2025-01-12
ES3157273745265740975105,ES4141913852557455511323,suspiciousActivity,1,2025-01-23
ES8377269036225078128063,ES0886132122721420666882,commonOwner,1,2025-02-06
ES4815660343289553707550,ES1692952360941985905360,sharedDevice,1,2025-01-27
ES3727240534898900760257,ES3912819247436910314045,commonOwner,1,2025-02-08
ES8814675066517116942585,ES8572209776742916094999,suspiciousActivity,1,2025-02-02
ES8364812841892765053572,ES1235905781210753920651,sharedDevice,1,2025-02-14
ES2809585156515640284045,ES0892125347735569441976,commonOwner,1,2025-02-13
ES1999738942459992590721,ES9014770809081211630725,commonOwner,1,2025-01-24
ES5049578284893190093173,ES0859613824046107648791,suspiciousActivity,1,2025-01-14
ES4591219591946935809590,ES2477556152604154111186,suspiciousActivity,1,2025-01-05
ES4525041329963487262406,ES3306463561558555389993,commonOwner,1,2025-01-21
ES2873572194294570146758,ES4818657588958113985390,commonOwner,1,2025-01-19
ES5523348827469414868688,ES0971633495997926446915,suspiciousActivity,1,2025-02-14
ES5673681569110747113600,ES4876041064108654317837,sharedDevice,1,2025-01-21
ES3173044234472933785051,ES9162441075961630186336,sharedDevice,1,2025-02-25
ES3671806404647230305979,ES0544935308983271602991,commonOwner,1,2025-01-29
ES9590109242557586738883,ES3610297351550411235367,sharedDevice,1,2025-02-18
ES0724143818833946585842,ES2637347815936883721825,sharedDevice,1,2025-02-18
ES2227785921446359390831,ES1862037053317606618541,suspiciousActivity,1,2025-02-01
ES8261111892521343924279,ES9777470298996063290444,sharedDevice,1,2025-02-07
ES7140640294661559306578,ES8097472101627504143878,commonOwner,1,2025-02-03
ES5127708723582362075571,ES4296485409636190724658,suspiciousActivity,1,2025-01-08
ES4389425069650716516109,ES1142034300938436444850,sharedDevice,1,2025-02-02
ES2709482350296083600922,ES9215559290629335993556,suspiciousActivity,1,2025-01-11
ES9830822031122306559811,ES5020359765955282094815,suspiciousActivity,1,2025-01-06
ES3161750061027524525720,ES2009100568815657785848,suspiciousActivity,1,2025-01-14
ES2764708467095519414146,ES9380744944305369846925,commonOwner,1,2025-02-16
ES8465315543270002038001,ES3063463560484280933024,sharedDevice,1,2025-01-05
ES9114983511815952719875,ES1756768247594137642017,commonOwner,1,2025-02-03
ES9590109242557586738883,ES2031539104657865983904,sharedDevice,1,2025-01-17
ES5934180294801174233074,ES2031636102039930945546,commonOwner,1,2025-01-31
ES5583005330870672747039,ES0391890977288016081021,commonOwner,1,2025-02-19
ES6010133549514335879674,ES8297352509009955108092,commonOwner,1,2025-01-19
ES6522902728615700293410,ES4714043038678186949406,suspiciousActivity,1,2025-02-05
ES6619843792025937718152,ES7296409053749353410690,suspiciousActivity,1,2025-01-21
ES7870775599902132489880,ES7408716408315125030600,sharedDevice,1,2025-01-25
ES2933357859280488384816,ES3724769966395488944717,commonOwner,1,2025-02-23
ES4849087814676392731607,ES8678964286948279323214,suspiciousActivity,1,2025-02-07
ES2000024946577503207530,ES7105792376861441410181,sharedDevice,1,2025-01-21
ES0278777943583566171480,ES2736503132234617936634,sharedDevice,1,2025-02-09
ES4038447944585471933218,ES3729849526641543356273,commonOwner,1,2025-01-28
ES2233603837036705985599,ES1130142245144112936907,commonOwner,1,2025-02-04
ES5908645044766020984255,ES5897054567391934085273,suspiciousActivity,1,2025-01-18
ES8304223822699999094759,ES8141681582690077909894,commonOwner,1,2025-02-19
ES4535316040900466609583,ES9365125980888021344357,suspiciousActivity,1,2025-02-02
ES2110503576121433058001,ES5749372169946035044684,sharedDevice,1,2025-01-18
ES8671900136331895323916,ES7142406697384559385350,suspiciousActivity,1,2025-01-11
ES1875890239748386951798,ES6400219614303716501659,sharedDevice,1,2025-02-12
ES3092507254570517498425,ES3157078065072107517830,sharedDevice,1,2025-01-14
ES6878979870943618713808,ES3471520689603063726770,sharedDevice,1,2025-01-16
ES8915645899436799457945,ES6009290712836167981229,sharedDevice,1,2025-02-01
ES2577256397395143665543,ES7131196208264078997180,suspiciousActivity,1,2025-01-22
ES3351730215443626378328,ES7450917481869488530961,commonOwner,1,2025-01-06
ES8674420862456258048649,ES9177521696777042628674,suspiciousActivity,1,2025-02-01
ES7014270856056787601225,ES3904401967335444751247,suspiciousActivity,1,2025-01-01
ES8460447359882703026512,ES4844789625921495700159,commonOwner,1,2025-02-07
ES3129869547551859079784,ES3671806404647230305979,commonOwner,1,2025-02-16
ES6017480049775942907987,ES3044534302535465235508,sharedDevice,1,2025-01-27
ES8746240738537777191343,ES0288319951702993918924,suspiciousActivity,1,2025-02-20
ES2520628888914161316508,ES8637348645811733021834,sharedDevice,1,2025-02-05
ES7403929817006442528406,ES3916054162740245141927,suspiciousActivity,1,2025-02-18
ES3014779069326140874805,ES2293505118407064448938,commonOwner,1,2025-01-11
ES8257062460036222175804,ES4486796469224656105536,sharedDevice,1,2025-01-08
ES1880012972530079705880,ES1468879279948520054572,sharedDevice,1,2025-01-28
ES6908236904048235237686,ES3063463560484280933024,suspiciousActivity,1,2025-01-07
ES1228186364336808466347,ES5343474896214137851275,commonOwner,1,2025-01-24
ES1558633887569761613629,ES7669951287599145258249,commonOwner,1,2025-02-09
ES8881021624080117597866,ES4309513593239395221412,sharedDevice,1,2025-02-07
ES7172079620243580654471,ES4591027583365085698762,sharedDevice,1,2025-01-19
ES3854469931531802208141,ES3889339327436555381925,sharedDevice,1,2025-01-25
ES3236141413689621546070,ES8437844063728676234868,commonOwner,1,2025-02-22
ES8993549584475112317576,ES8057445779727273051145,suspiciousActivity,1,2025-02-14
ES5784701673350546355970,ES1198565085688994143608,sharedDevice,1,2025-02-11
ES8280950076656255828650,ES0578871017220056514506,suspiciousActivity,1,2025-01-04
ES7369707062521688048625,ES1460654087629773538998,suspiciousActivity,1,2025-01-21
ES1648715541356419746728,ES7554621770951883099001,sharedDevice,1,2025-02-18
ES9354217231809532278683,ES1851936673136565534083,suspiciousActivity,1,2025-01-24
ES0570757628836181125591,ES3173044234472933785051,suspiciousActivity,1,2025-01-06
ES8738934945778663888864,ES5662777540390714146439,sharedDevice,1,2025-01-17
ES4784274337769268762561,ES5094797621534199098191,suspiciousActivity,1,2025-01-06
ES0933713814327378562122,ES1423032833191389238432,sharedDevice,1,2025-01-12
ES8641548635852664663153,ES5950037356787732537488,commonOwner,1,2025-02-20
ES9126333652809306220788,ES7818654554373280613581,sharedDevice,1,2025-01-17
ES5247692976747822955613,ES2315841346868154497471,sharedDevice,1,2025-01-07
ES7146891851437401508768,ES8602522756199717989035,suspiciousActivity,1,2025-01-07
ES6836734527293868664265,ES8795734425904979212813,suspiciousActivity,1,2025-02-03
ES7544499915143153728477,ES2171449656321763387596,suspiciousActivity,1,2025-01-22
ES2937435104648660443254,ES0210866718234445727978,commonOwner,1,2025-02-05
ES5903655172164597409760,ES1875890239748386951798,sharedDevice,1,2025-02-19
ES8073944717206969701886,ES3787195094775952400898,commonOwner,1,2025-02-07
ES8547396786030653213514,ES7086968224879072794783,sharedDevice,1,2025-01-08
ES4833375129241264134404,ES2956108052142979125835,commonOwner,1,2025-01-04
ES3725448490603821501501,ES6304034195040318948760,suspiciousActivity,1,2025-02-15
ES8917003093331386299178,ES1675289449722790865041,commonOwner,1,2025-01-21
ES7235512382485400737294,ES4729109918130259522487,commonOwner,1,2025-01-05
ES1857908661210321953380,ES2933260650477411352623,sharedDevice,1,2025-01-22
ES2137250440586916712389,ES4135833216616126800611,sharedDevice,1,2025-01-20
ES6997995578381864389827,ES6009290712836167981229,suspiciousActivity,1,2025-01-22
ES1790369448669272887954,ES8526807767454751730087,suspiciousActivity,1,2025-02-16
ES1967992440613548798679,ES5125790711544980037477,sharedDevice,1,2025-01-17
ES7459442496038211701269,ES6217078277398947657567,suspiciousActivity,1,2025-01-31
ES0701912530578430656731,ES3865014538846360619148,commonOwner,1,2025-01-25
ES6324922821451420311912,ES5848315150440462577454,commonOwner,1,2025-01-22
ES5457343020812070160085,ES6568375403510749222306,sharedDevice,1,2025-01-25
ES3787195094775952400898,ES8261244268232787202081,sharedDevice,1,2025-02-18
ES6116704748279381181701,ES8858515439183191285680,suspiciousActivity,1,2025-01-19
ES1665589926783493679520,ES9218089785470551383498,suspiciousActivity,1,2025-02-11
ES3039451876442526512912,ES6352793156694488251465,suspiciousActivity,1,2025-01-09
ES5439670030329775651848,ES1778563574736717000861,commonOwner,1,2025-01-09
ES7395917810234566169750,ES6710725691336269477379,suspiciousActivity,1,2025-02-19
ES0886132122721420666882,ES9872074964271035167519,commonOwner,1,2025-01-11
ES0515103412079452310678,ES1260068123883033023406,suspiciousActivity,1,2025-01-09
ES6181559804602084656246,ES2720018912571636760114,sharedDevice,1,2025-01-06
ES9551524160253810928880,ES6281262589321311235531,suspiciousActivity,1,2025-02-15
ES2040862046622983345277,ES9230984060200429269241,suspiciousActivity,1,2025-01-31
ES5685792370127725752077,ES4551242582939820701448,sharedDevice,1,2025-01-15
ES5891184555099834865499,ES7459442496038211701269,commonOwner,1,2025-01-20
ES5556401320267836524805,ES8526807767454751730087,commonOwner,1,2025-01-13
ES7669951287599145258249,ES9751650093129995962023,commonOwner,1,2025-01-04
ES5319532150623619878641,ES4446329018034774204532,sharedDevice,1,2025-01-22
ES7729107768956311421285,ES5230179509991648699748,suspiciousActivity,1,2025-02-15
ES5325406448522928310486,ES6016109065427838689030,suspiciousActivity,1,2025-01-10
ES1558633887569761613629,ES4417998374065391567844,sharedDevice,1,2025-01-27
ES4147117881588018161308,ES2486707506421912462459,suspiciousActivity,1,2025-02-22
ES0606203047144689829635,ES3472550614230331212473,sharedDevice,1,2025-02-05
ES1161302834530329978522,ES7870763603814157174765,sharedDevice,1,2025-01-29
ES8602522756199717989035,ES3624241517788925819023,sharedDevice,1,2025-01-20
ES2972977355777834538160,ES9802234573957806527242,sharedDevice,1,2025-02-14
ES4345781824902685652912,ES1235905781210753920651,sharedDevice,1,2025-02-23
ES6508688179450793566277,ES4429293857224293852503,commonOwner,1,2025-02-11
ES8068234576706561280126,ES4861793984992011321212,commonOwner,1,2025-01-23
ES3966410059425997958682,ES2267029249493171628022,suspiciousActivity,1,2025-01-02
ES3457007863123541818177,ES1765121866213478659618,sharedDevice,1,2025-02-02
ES7846007681157313436704,ES9374186810091580569381,suspiciousActivity,1,2025-01-19
ES2649132277533120494233,ES0528858859460970781872,commonOwner,1,2025-02-21
ES0768436012198786977943,ES0562758913841282997146,commonOwner,1,2025-02-24
ES6787234422393823140945,ES5673681569110747113600,sharedDevice,1,2025-01-10
ES9585431982811127028794,ES9815610360686091193120,commonOwner,1,2025-01-24
ES0691581871552464592133,ES7440630888305652483001,sharedDevice,1,2025-02-03
ES4210927538519278472155,ES0701912530578430656731,suspiciousActivity,1,2025-01-31
ES8807162078246432565862,ES8337225755859790148732,commonOwner,1,2025-02-20
ES1347799652437274175229,ES7086237332739003496676,suspiciousActivity,1,2025-02-07
ES4588692697108980814041,ES1198565085688994143608,suspiciousActivity,1,2025-02-21
ES1868552435157326897192,ES1207655595066476530335,commonOwner,1,2025-01-27
ES6945146569512823639477,ES3386472695712029239622,sharedDevice,1,2025-02-04
ES9103906806043265548629,ES2701896776865713030551,suspiciousActivity,1,2025-01-16
ES8062227088440607228496,ES7450917481869488530961,suspiciousActivity,1,2025-01-03
ES5575245716343648741358,ES4603719334719166621380,sharedDevice,1,2025-01-28
ES8138543112713724357177,ES8336199258690112877893,commonOwner,1,2025-01-03
ES0685341605546750061199,ES6799029635583137362265,suspiciousActivity,1,2025-02-10
ES1641114264456812681891,ES0678828993443532093042,sharedDevice,1,2025-01-14
ES2975748808499201694487,ES9753321715480805044309,commonOwner,1,2025-01-10
ES5016144843917128685583,ES7551956158704125841087,sharedDevice,1,2025-01-08
ES9814034394386591696413,ES0320787514725390874996,suspiciousActivity,1,2025-01-28
ES7586505573596200199740,ES4528417575564454236609,commonOwner,1,2025-02-14
ES9258795836649852770427,ES5564436359948601372421,suspiciousActivity,1,2025-01-19
ES1493954558478023516829,ES4525041329963487262406,commonOwner,1,2025-01-21
ES0933713814327378562122,ES0417883840724268853588,suspiciousActivity,1,2025-01-15
ES4061741221357262998720,ES0598934036196960876162,sharedDevice,1,2025-02-14
ES7710553473001098519412,ES5613457083640888675663,commonOwner,1,2025-01-09
ES2391623085493011004729,ES8555558255565484961746,sharedDevice,1,2025-02-07
ES4819167415523867644840,ES5143504341962983695383,commonOwner,1,2025-01-16
ES0425644270258800306276,ES4773521955467951355519,commonOwner,1,2025-01-10
ES6396035904833857500200,ES0971633495997926446915,suspiciousActivity,1,2025-02-01
ES9145913507721908841056,ES6522902728615700293410,sharedDevice,1,2025-02-06
ES7525261536938960329993,ES0474967222975336995439,suspiciousActivity,1,2025-01-07
ES3472452000312339468067,ES9689997341067194392167,suspiciousActivity,1,2025-02-21
ES8073944717206969701886,ES8079412509404978800303,suspiciousActivity,1,2025-01-07
ES7714248249229343840887,ES1351036753952159843727,sharedDevice,1,2025-01-28
ES7740387598847819839301,ES5474886619502606151665,sharedDevice,1,2025-01-28
ES8187838621945608549507,ES4138949485988157538105,commonOwner,1,2025-02-04
ES0361275371475155876321,ES7799820026433827104790,commonOwner,1,2025-01-29
ES1290385419977085569362,ES2260669427480806529234,suspiciousActivity,1,2025-01-08
ES3306463561558555389993,ES8089030518433793767200,commonOwner,1,2025-01-18
ES3456328733781876261894,ES1570576870725776314805,sharedDevice,1,2025-02-08
ES2031539104657865983904,ES3809114607377680045465,sharedDevice,1,2025-01-16
ES9596206866093751793257,ES3199441882974936138270,suspiciousActivity,1,2025-02-15
ES5468203993779902023925,ES0317771416911997030857,sharedDevice,1,2025-02-08
ES5968405620159763612777,ES2975748808499201694487,commonOwner,1,2025-02-03
ES6168912865565439001969,ES8752310066940593797629,commonOwner,1,2025-01-13
ES0631320691839926784845,ES1734911537611316146985,suspiciousActivity,1,2025-02-01
ES0412540466919212554608,ES0983849507674799078913,commonOwner,1,2025-01-01
ES7869629011629833425696,ES4185913772625820613409,suspiciousActivity,1,2025-02-25
ES1150818431275341822981,ES2007139490878857425124,suspiciousActivity,1,2025-02-14
ES3058071968040121556084,ES0942654336446323488703,suspiciousActivity,1,2025-01-26
ES8188043919197095898248,ES8453823828900581682706,sharedDevice,1,2025-02-19
ES6750562826318767611047,ES4915977757552945371644,commonOwner,1,2025-01-11
ES5848315150440462577454,ES7640633431412676036085,sharedDevice,1,2025-01-06
ES7627472023103381524417,ES8037088209725504911844,commonOwner,1,2025-02-23
ES6078187691121313943426,ES0817564670499638312983,sharedDevice,1,2025-02-07
ES3612113353398774554277,ES3921342509384223858839,sharedDevice,1,2025-01-21
ES3653485809625841698762,ES0622243748340843830591,commonOwner,1,2025-01-01
ES4354609178505634061782,ES6531144831313082226109,suspiciousActivity,1,2025-02-25
ES9374186810091580569381,ES9146318938154448254665,sharedDevice,1,2025-02-04
ES3472550614230331212473,ES5360372101889110641700,sharedDevice,1,2025-01-26
ES6798368158771459561794,ES6167210746204793748474,sharedDevice,1,2025-01-27
ES1642654953229385233444,ES7589664888326056827120,commonOwner,1,2025-02-24
ES4978041175333715567410,ES4066858025745201865553,commonOwner,1,2025-01-26
ES3489153859031191542953,ES1373290914803014225408,commonOwner,1,2025-01-22
ES9384121935146949451386,ES5864849522641304341391,suspiciousActivity,1,2025-01-17
ES7053487006885787208774,ES1735422486056318105683,sharedDevice,1,2025-01-02
ES3577758203856647890232,ES6017480049775942907987,sharedDevice,1,2025-01-14
ES4862274808486470656267,ES6956877521327246216458,sharedDevice,1,2025-01-25
ES1059433136275743162867,ES5395403492568664417268,commonOwner,1,2025-02-15
ES5613457083640888675663,ES2445146132787767056391,suspiciousActivity,1,2025-02-22
ES5984829865676929611119,ES3719884990127588583777,commonOwner,1,2025-02-16
ES4645162730274781554017,ES0587041321981719422919,commonOwner,1,2025-01-07
ES4792671701470880647743,ES5061945507179736578277,suspiciousActivity,1,2025-02-20
ES6945146569512823639477,ES2154619064688849886109,sharedDevice,1,2025-01-14
ES6952831768798184799123,ES7998151462299264469786,commonOwner,1,2025-02-21
ES5903655172164597409760,ES2154619064688849886109,sharedDevice,1,2025-01-26
ES5731487785790851390216,ES3521321258106756463850,commonOwner,1,2025-02-02
ES2446976755398555736386,ES8287520571388023812880,commonOwner,1,2025-01-09
ES5056824525341992234645,ES1309773841062547288618,suspiciousActivity,1,2025-01-17
ES8637348645811733021834,ES3643845836907049851620,suspiciousActivity,1,2025-02-04
ES3063463560484280933024,ES6466596670928432600566,sharedDevice,1,2025-01-14
ES8663025868304825447678,ES5439670030329775651848,commonOwner,1,2025-02-25
ES4144418200019897147138,ES9652558705397197749076,commonOwner,1,2025-01-30
ES1510834583621794386754,ES1356711016211840762086,suspiciousActivity,1,2025-02-16
ES4322584343573266300451,ES7438889558236132983105,sharedDevice,1,2025-02-21
ES3300058826121935834563,ES8532395634544473541812,suspiciousActivity,1,2025-01-03
ES1435734052137295438736,ES7194805825024002536227,suspiciousActivity,1,2025-01-19
ES1264600247765451344924,ES9099827747175807388388,commonOwner,1,2025-02-21
ES5159881318033110626407,ES7949389205742000060662,sharedDevice,1,2025-01-25
ES3336588800150159278397,ES4349228928769356376410,commonOwner,1,2025-01-06
ES5598509205408114640738,ES3728302302571994869902,suspiciousActivity,1,2025-02-17
