accountNumber,deviceId,lastUsed,frequency,isVerified
ES7235512382485400737294,9d0edb76-764f-4389-ab90-ef1240afa53a,2025-01-25 00:03:42.192158,87,False
ES2931784996231298509576,1f82c713-d03f-45e3-a696-f71db0358088,2025-01-26 09:38:45.250168,70,False
ES2041487772529175812558,6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,2025-01-09 06:13:06.920462,55,True
ES7289469983582399295254,ccf09822-d84c-4b6f-b802-c5204b7983e3,2025-01-17 03:57:01.447395,72,False
ES3745800070011883594048,835becb4-49ef-4f64-b6c4-59aa5e8fc1b6,2025-01-27 21:34:23.073319,67,False
ES2125672954255151286486,29d7e067-43e7-4c32-9397-92ef37ef7252,2025-02-23 04:37:19.651958,39,True
ES1791550426384843723579,faf22472-8f43-4a7f-8dd5-49515d69d40c,2025-02-15 00:17:28.246967,44,False
ES7934059620953237442746,d25a0a6d-188f-4876-af3c-74eafc2b8e57,2025-02-05 02:47:21.165698,11,False
ES5420741187502679744837,4b8bd3ac-118c-4d4d-a201-8a333f498edb,2025-01-22 18:17:07.566897,52,False
ES0760488832304265820745,dd68c45a-bd8d-4b47-93ea-c6723887c7f5,2025-02-25 11:27:42.233648,70,True
ES5322470174163202919279,f31b62d9-1954-482b-9a2e-cec6017e14cf,2025-01-10 09:58:18.671601,87,False
ES7551956158704125841087,dcd48ce1-8805-4351-a752-6eb8eb60855e,2025-02-04 10:06:34.288119,63,True
ES6193589292584310940203,eae141e5-52fc-40bb-a31f-21be42852902,2025-01-24 11:28:57.677721,8,False
ES0285536231221586043412,51bc1b05-4233-406a-bc69-cf261740141c,2025-01-10 07:07:56.569862,33,False
ES0254487940451090873844,4c00f0ae-f2d2-406d-a5cc-1c7acb555414,2025-01-22 08:27:31.370736,58,False
ES6548334763744193873811,5a0339aa-85ad-42ac-a8ec-92971c098499,2025-02-21 00:05:29.092819,13,False
ES0817564670499638312983,e66df786-c10e-4c02-b680-5eaa08947cbe,2025-02-24 09:18:07.697369,38,True
ES8928080545031617572626,381d7da2-6cce-4ae7-b857-d27944a8afd9,2025-01-17 22:56:22.457826,13,True
ES9351188224863866637575,6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,2025-02-26 02:08:23.437434,37,True
ES4479035046373138091322,cf34ce72-5b56-4cba-9d85-b7dc72e6476f,2025-01-24 10:53:38.385525,72,True
ES1566595662473818349406,f10da5e7-6635-4742-98fb-a649d4d2b06f,2025-01-29 06:27:40.155345,100,False
ES4129074525234470363479,4f4008bd-40ff-41ef-9c67-34f31d757665,2025-02-04 11:22:49.426543,45,False
ES9551527276293850425223,41e0cfbd-7476-4e1a-b9cf-e3b946cb432c,2025-01-16 03:50:07.926857,29,False
ES7661597626888420085296,ecb9eb0d-b707-47d2-9fc0-e0fab265355b,2025-01-15 18:36:50.971333,6,True
ES0254507537349548421409,932e54cf-1ab6-4aed-88da-9f282a8a4c06,2025-01-31 07:09:07.154260,38,False
ES2383758411397772893103,757b2f2a-67a9-4488-9b5e-cc804f79821a,2025-02-08 14:21:59.626407,19,True
ES5612614236988462821921,1c594a8e-edcf-4198-b191-309922c72608,2025-01-15 12:16:42.475901,81,True
ES8524355576964248851262,dc02f6e2-14b3-44ac-8ac9-320ab0e6ee26,2025-02-12 15:51:21.068385,67,False
ES4551242582939820701448,d6946c21-469b-4aa5-9834-2c47ae213293,2025-01-16 13:25:17.704985,69,True
ES8307420949362047677875,ccf09822-d84c-4b6f-b802-c5204b7983e3,2025-02-09 05:01:15.942121,69,True
ES0965474317577533196813,8039e6c5-48b0-42a3-ad62-8bb6587ca79c,2025-01-23 22:13:26.304771,94,False
ES6997995578381864389827,4730405c-3150-4f3b-b095-2f4f9ee43604,2025-01-24 17:01:46.934578,7,False
ES9496661592173219289961,d79e4ddd-d674-44fa-9dd9-5c50b95932fc,2025-01-13 07:23:02.236826,51,True
ES5679138225593185033949,5140f4f6-87f6-4273-a7be-713ba0bd013b,2025-01-15 13:23:12.598704,55,True
ES3585861511980699808284,11423150-e22a-44c4-8e73-cb9e7aa017d8,2025-01-10 12:03:02.923346,21,True
ES6956877521327246216458,ecce16d2-3410-4c68-b0d0-9482af48f47d,2025-01-03 20:38:36.874463,73,False
ES0349161197561917605433,73b27e36-9637-457b-be55-f465ca3daec6,2025-01-09 01:37:41.985124,55,True
ES6689097243430868281079,15f3ae40-679e-4447-b8c1-f4c331f6fa29,2025-01-28 08:29:12.184870,1,False
ES0752137474919547525637,f1d07496-227e-4622-9de5-4da4022c126a,2025-01-01 16:19:54.260468,92,False
ES8442781693514328371228,6e945179-a7bc-4ded-bbd0-91b79399aab4,2025-02-21 08:02:31.067810,18,True
ES8140996845588376520899,6f52706e-5bdf-4943-a985-847fcff6d793,2025-01-31 20:51:19.433082,60,False
ES2909799662197426872422,91ed55dc-36f3-4409-b1f4-534fc7e85c30,2025-01-07 10:39:42.207174,75,True
ES8363239623931323009774,8569ffd6-6aa2-4d75-9fae-12d4abca228d,2025-02-03 12:40:10.262326,74,False
ES6386266531424369603648,57a23212-a3a9-45db-90b3-f5e181a28689,2025-01-06 15:46:24.851519,3,True
ES7408716408315125030600,6a82a639-126b-4c20-9c48-6a7e1747e080,2025-02-14 17:16:10.054317,86,True
ES8475465488183727147444,0f2e921e-3ff3-4a4a-a4c4-4e4c2fa275ae,2025-01-21 15:43:20.746748,33,False
ES4265401800268089981220,8b279f2d-a1c4-49a5-85a3-0654de162f2a,2025-01-07 18:08:39.054351,89,True
ES5852866104086467955474,d9a465d9-d7a5-41cd-a826-feed568030a5,2025-01-04 15:25:04.681562,99,True
ES3520280217099545012340,a6ad97e2-8a95-4665-80f9-0bf92b62c755,2025-01-04 04:29:09.415987,52,True
ES4440870173953519386163,d96e19d2-21b2-4bf3-a040-f3df73149311,2025-02-21 19:34:19.130121,67,True
ES6593780275992049629226,73b27e36-9637-457b-be55-f465ca3daec6,2025-02-11 01:27:12.757262,7,False
ES5844071303789285971947,d023ca17-0b27-4690-8744-64f54f9bfb5f,2025-01-30 10:38:31.384737,89,False
ES2686126024243714746584,0732ab76-02b5-4645-820d-5ef697fa07c4,2025-01-13 14:28:16.282354,75,False
ES1961666159850370993558,a15a2560-91b0-462c-9de2-e1420302b6b8,2025-01-18 07:04:56.946499,93,True
ES5981948247774352303955,208cbcf0-7f92-404a-b03f-a6aa9314d2cf,2025-02-03 14:00:25.355326,9,False
ES4849087814676392731607,4730405c-3150-4f3b-b095-2f4f9ee43604,2025-02-08 01:32:38.260062,28,False
ES5278859527816122695962,c9c01ec0-1bf1-42a4-8043-2a6b20272d58,2025-02-14 00:35:53.598452,67,True
ES8623151584777979762247,50357b4e-19ef-49d3-bbc7-979b9a7fe94e,2025-01-02 21:28:16.933105,97,False
ES7364090695258749345517,e4f6db52-d2ed-421d-94a1-abfa51c051fe,2025-02-07 01:18:49.816276,22,True
ES3362858153155900337895,d023ca17-0b27-4690-8744-64f54f9bfb5f,2025-02-04 00:14:31.797036,57,False
ES9496661592173219289961,5422238d-6bde-4f2e-a1a6-ad707934ae37,2025-01-02 07:58:44.827012,72,False
ES2637347815936883721825,45be02e8-1c98-4b62-b168-287850c085b7,2025-01-22 10:34:31.055030,9,False
ES4922258846648044784903,225fb951-5009-4598-9fcb-44a2175de1e2,2025-01-20 03:49:26.034261,96,False
ES4479035046373138091322,63c22536-d798-4d1f-89fc-234beefab551,2025-01-17 10:34:39.353669,35,False
ES6710725691336269477379,eb3a8483-4440-4e21-8e83-7e795adc52ff,2025-01-26 04:04:58.959824,6,True
ES1616337994827191425133,d79e4ddd-d674-44fa-9dd9-5c50b95932fc,2025-02-19 04:35:56.157673,28,True
ES2974378130229079299954,ecb9eb0d-b707-47d2-9fc0-e0fab265355b,2025-01-30 03:45:21.728843,28,False
ES7235512382485400737294,f10da5e7-6635-4742-98fb-a649d4d2b06f,2025-02-20 10:38:52.601130,34,True
ES3366196692614475016148,285e9ece-89a6-43ee-9a24-6ee244467bba,2025-02-03 04:42:12.621830,24,False
ES2192289745549855201119,76877a06-4646-434f-81db-531bfd6ee1d1,2025-02-07 00:30:19.295883,86,False
ES0970483249462025039188,434a41ce-a658-44b5-ad25-cc403d363ea6,2025-02-14 01:26:44.088886,4,True
ES4959246107067748326989,d33a7713-6423-46bc-a9a7-38617d7f5c24,2025-02-16 01:47:47.823537,66,True
ES5876641285692344230485,b67ca90e-a3e6-40f0-ad21-355cfb5e4dbd,2025-01-28 09:08:47.790692,8,True
ES2923382085490865068984,520722ae-6950-47b5-a0bc-4e3d780710cc,2025-01-14 11:48:52.531169,25,True
ES4474721483213826392086,13950adb-1f0a-441e-9ff1-5a63cd0affab,2025-02-23 07:28:19.322798,14,False
ES2192289745549855201119,2ab42f02-bcad-4691-88c1-2fdfdba0029a,2025-01-20 09:36:40.094704,71,True
ES6168912865565439001969,53584dce-deca-4fbc-b802-1760125d3a72,2025-02-21 14:35:15.173834,43,False
ES2308757484602098077275,2a2f6709-f151-49f0-a4ed-6afcf1a09a72,2025-01-09 01:06:32.170939,71,True
ES0771663225732321594056,1f82c713-d03f-45e3-a696-f71db0358088,2025-02-16 16:11:42.991496,82,False
ES5673915774716500670391,6c8f2e49-bddf-493b-a7be-285243923d84,2025-01-24 12:49:17.690267,77,False
ES1252518219131305083058,974d95a6-f40c-4bf3-bb20-3f9f32bdb865,2025-02-21 17:20:34.021905,71,True
ES9028422886826747042379,5df04572-d80c-4ba1-a2b0-fe49e74e5b65,2025-02-25 22:29:03.576760,64,False
ES4354609178505634061782,72cec41b-29e8-4ace-8e49-e65d45bb50e5,2025-02-03 10:12:58.501363,88,False
ES7106601971060479189232,835becb4-49ef-4f64-b6c4-59aa5e8fc1b6,2025-02-13 08:30:19.634827,57,False
ES3969503471863011439505,85f5ce5a-0839-43cc-a2de-485fa1c93037,2025-02-26 11:08:56.886278,20,True
ES7864546456027281064213,85259b21-78de-4946-ac55-2bb3c764c377,2025-01-02 15:33:16.551712,69,False
ES1816530282459903028782,a632729d-9985-4330-8b20-c20312110517,2025-01-30 15:59:08.918675,22,False
ES9811296749488686762763,44eaf21a-8749-4b42-99cf-e64d57eeef9f,2025-01-07 20:37:59.293386,53,False
ES3593425795708328441153,58a6a95f-bb92-4c93-98e1-88a16fdd9c67,2025-02-20 10:36:19.482279,12,False
ES9655582955357152915896,b579713a-c56c-4e86-803c-2971c211b289,2025-02-12 16:06:11.152354,50,False
ES2863274714713886694668,690db2d5-cb9f-42f3-845c-02c64e505b77,2025-02-09 13:03:47.508313,70,False
ES4474721483213826392086,c2b2fea4-d922-4710-a45d-6ea212e065af,2025-02-06 01:38:37.085868,53,False
ES0280988875724827735948,804f283a-b321-4d67-a6ce-a391388dfb6f,2025-01-25 19:19:32.345075,20,False
ES7567658030967257382240,106e2016-1390-4a6b-9863-434700fb2e18,2025-01-04 08:44:51.394649,11,True
ES5457343020812070160085,179eaa29-3bc8-4271-aea1-45bf5568efcb,2025-01-21 08:33:15.372193,5,True
ES9035915227990431402931,43cb097f-373d-4bd7-9ebf-b0b82dd6dcd3,2025-01-28 11:01:21.662632,82,False
ES1860041498967007045416,656bccb0-0291-4fee-bf4b-3f7f053d039f,2025-01-30 06:08:11.474846,15,True
ES3897580474607185987703,9679ec0d-1dc5-4988-a423-de118f750fcf,2025-02-01 22:32:28.257419,53,True
ES6873987325032163105402,6f52706e-5bdf-4943-a985-847fcff6d793,2025-01-10 19:08:24.882262,23,True
ES7289469983582399295254,208cbcf0-7f92-404a-b03f-a6aa9314d2cf,2025-01-16 09:42:54.831114,52,True
ES0501128862949871820676,c3d35f38-b9d4-4321-aa99-b0f6490e9c2a,2025-02-11 08:31:53.193898,24,True
ES6346485131965424487185,5cf36a4d-f7d3-4cd4-a741-7124793dff61,2025-02-05 16:37:04.646860,35,False
ES2353288281232747518816,6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,2025-01-30 21:24:29.843004,3,True
ES8641548635852664663153,f31b62d9-1954-482b-9a2e-cec6017e14cf,2025-01-25 04:49:14.164849,25,True
ES5653730259962595682901,4cb81031-5b78-4dc6-b41e-7f736815806a,2025-01-04 21:44:57.118958,9,True
ES2046056690028162025001,9e7235dc-1b08-49cb-98ec-3555921a68c8,2025-01-09 09:17:41.856536,17,False
ES4026900767550803777431,2cf99221-7bbe-4019-8954-33880f9056d1,2025-01-17 03:24:59.036757,24,False
ES8337225755859790148732,33adf5ed-4a7b-4632-a225-d12aa5ab2cf6,2025-01-08 23:39:19.995710,39,True
ES8136813806509360967469,012fe369-b247-422d-83d9-dac8397c650f,2025-02-12 15:54:48.959299,56,False
ES7330913638126271260748,19491bf0-9f3a-4e91-9b02-23b158314e96,2025-01-14 21:44:27.008850,74,False
ES8795734425904979212813,015d5bf4-8c8c-45be-b3a1-97644d304284,2025-01-31 11:22:59.660052,91,False
ES1515429364075034973809,5422238d-6bde-4f2e-a1a6-ad707934ae37,2025-02-25 01:13:49.795284,36,False
ES4849087814676392731607,41ff005a-086c-44d0-becf-e7f2cb2bc6cf,2025-01-05 23:24:34.970998,18,False
ES9820734053237161274409,7efa6bff-2ae8-44e6-8947-ae2b0f3fb5fc,2025-02-09 20:15:07.337919,9,False
ES4729109918130259522487,036d2522-00bf-4d44-9586-2e3695396a53,2025-01-20 17:13:01.855352,7,False
ES0964307490630788863752,9f6f46af-9896-426a-95b5-d705965a8fe2,2025-02-13 15:07:02.442277,19,True
ES0476918493869578038243,73b27e36-9637-457b-be55-f465ca3daec6,2025-01-18 10:40:06.899131,37,False
ES9883472324867801327767,d7d12f49-eebc-4c18-8a07-b7e44acfda47,2025-01-21 02:02:11.414119,61,True
ES5662777540390714146439,abc22a05-eba8-4570-9c4f-eecfd94fb1a1,2025-02-19 06:54:17.449310,10,False
ES5785312005933379830495,c8fe9a96-d249-4541-9ead-1f3e6342b3bc,2025-01-28 15:57:21.808485,26,False
ES4779482228588400773617,19491bf0-9f3a-4e91-9b02-23b158314e96,2025-02-06 13:04:36.260094,81,True
ES2918046886036277024789,62ae4077-a562-413b-8a7d-c65474556251,2025-02-05 19:39:22.147431,12,True
ES9246128345735058069932,2a2f6709-f151-49f0-a4ed-6afcf1a09a72,2025-02-12 01:59:44.244813,60,True
ES2732816690151124698902,5c7cb400-2d54-48dc-82f2-198e1645c921,2025-01-31 20:51:50.455028,56,False
ES5573027123905912915004,4cb81031-5b78-4dc6-b41e-7f736815806a,2025-01-02 21:26:01.538458,77,True
ES1366961813063243717279,6514cad0-f8cd-4b13-9ed9-2dc04bcb7922,2025-02-21 08:02:32.655592,2,False
ES5092664253261666436423,381d7da2-6cce-4ae7-b857-d27944a8afd9,2025-02-07 01:10:41.813229,67,True
ES5486054846360809741447,11423150-e22a-44c4-8e73-cb9e7aa017d8,2025-01-12 10:40:39.338239,38,True
ES5374567089547597695069,29e858b4-35f7-48f7-8dc9-a7d783306215,2025-01-27 14:14:13.612394,96,True
ES8105934812082948631094,8242f949-6355-4e57-bb21-8c14e62de7a4,2025-01-13 20:36:56.405945,19,False
ES2868825764786808310562,634718fd-ddf6-4f33-b184-90535b71089f,2025-01-07 23:32:15.341401,54,False
ES6999763226590064130998,179eaa29-3bc8-4271-aea1-45bf5568efcb,2025-02-01 18:53:54.479627,73,True
ES4228351343014472635525,b91c3f77-8f84-4013-8c69-c8b693a3273c,2025-02-02 09:09:07.525631,17,False
ES6281203367857077154930,f263c77e-16a1-484d-a8a9-f8a7ff1adaa8,2025-01-06 01:26:43.182261,98,True
ES4567656082945186236174,1dbe18ca-5e37-4097-957f-4b44168c0d7d,2025-02-09 07:08:49.692137,38,True
ES0280988875724827735948,a519a6e5-7645-4fbd-b021-bd23b17406d5,2025-01-02 21:07:03.346063,36,False
ES8088899575736585192774,0760a0aa-4b9d-4172-b639-61b5b443675e,2025-01-08 01:21:42.578023,34,True
ES9781041783664564559645,dc02f6e2-14b3-44ac-8ac9-320ab0e6ee26,2025-01-05 22:54:58.931932,82,False
ES5987852034370778876144,b6a918f0-ac39-41d5-9247-e246a62a04c1,2025-01-12 06:00:54.849308,91,False
ES9830822031122306559811,c89b0e8e-db17-495f-96ed-6a6caf3e210f,2025-01-01 10:04:25.201946,53,False
ES9689997341067194392167,62e689a5-e9b4-4468-af53-1534e73e2f33,2025-02-12 12:36:49.505860,62,True
ES0983849507674799078913,5d431013-9792-4920-afae-0406d292657b,2025-01-01 06:35:27.417887,6,True
ES9473626625944376556457,6c3b2a95-b7ed-41f6-a5a6-d06554ebc8a5,2025-01-17 21:52:11.870607,6,False
ES0332544563993097090856,a18869d0-ce3c-4d9e-b576-c79417eb7915,2025-02-01 07:18:52.338533,46,False
ES1997949980278349435306,d8cc623f-ff2c-48a8-abf2-aef5cace3a66,2025-02-01 01:29:21.382338,75,False
ES1043751592594872692136,1f76552f-c0b8-4d97-8a3a-e53515e0fde5,2025-02-08 06:32:10.975237,77,False
ES3565053250497946173737,afac4c7a-64b4-4a16-a9d2-98964a9d5933,2025-01-18 20:45:29.494826,52,False
ES3978714505440472960131,9e222dfc-5745-4996-b7db-f858262ceb45,2025-02-21 11:00:16.367367,36,False
ES4940631707338526873327,353bf47c-3fcf-4c9a-8361-3fb44ca09769,2025-02-03 04:16:52.590250,64,False
ES0924232575501583420749,d6946c21-469b-4aa5-9834-2c47ae213293,2025-01-05 01:26:55.323767,57,False
ES2208311318975101361299,9bf9e001-9b0a-47e1-a65b-5439a0560bb7,2025-01-18 04:14:50.973889,92,True
ES1493954558478023516829,5bbffad5-fc1e-474d-a2ef-8b496af72c09,2025-01-15 19:37:28.673159,90,True
ES5755630449178347894969,aa2e2ff1-2903-4751-90b4-fe28128aeced,2025-01-29 21:34:47.471148,75,False
ES4811596108339727841850,b7da4848-b787-4be9-917f-89bbe18aaa35,2025-02-22 16:22:57.253766,28,True
ES7949126162076345930615,8e6a2476-911d-4a97-99a5-297818dd8371,2025-01-07 12:07:14.454068,19,True
ES1641114264456812681891,353bf47c-3fcf-4c9a-8361-3fb44ca09769,2025-01-08 02:36:26.031191,90,False
ES8746240738537777191343,c89b14dc-f442-46a7-b0e4-14fee39b0909,2025-01-08 17:36:59.520959,26,True
ES8915645899436799457945,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-02-01 16:09:03.708632,37,False
ES4645521787844304249636,80964ee7-99eb-4205-95f6-3845645b372a,2025-01-15 19:39:55.390971,18,True
ES2468295021132892275008,33032afb-4028-49fa-b88b-e35c37cfef88,2025-02-14 07:36:06.786162,13,True
ES5975608626772913554838,6486f0e0-09da-4c12-acfa-5b4a71ddc03a,2025-01-01 16:28:20.051014,74,True
ES5139019441124708651287,3fe18aee-6f11-4623-81ba-d23f553b00ac,2025-02-13 05:41:49.657232,80,True
ES6568375403510749222306,c2b2fea4-d922-4710-a45d-6ea212e065af,2025-01-11 02:06:16.396034,43,True
ES7669951287599145258249,4f4008bd-40ff-41ef-9c67-34f31d757665,2025-01-16 21:51:31.536059,72,True
ES0254507537349548421409,3920c80f-7d71-4005-abbe-3d37f63759b1,2025-01-21 15:55:49.732277,10,False
ES7996768194290905098225,cebd2972-f43e-4fe2-9632-9fcc08967b41,2025-02-14 01:33:35.737110,8,False
ES2978501057610882792795,0778000f-2287-43fb-a05c-90772d795ead,2025-02-26 10:21:10.741049,11,True
ES2805381208960575879491,73bdf715-9092-4204-b560-85f680414959,2025-02-02 01:39:29.196533,46,True
ES1043751592594872692136,68857055-cae8-4b8f-87ce-fed9a0061c5d,2025-01-26 11:20:10.221356,74,True
ES2444902503402518824458,c731523c-8b63-4afc-a35a-ab9020487be5,2025-01-27 04:18:44.402207,59,True
ES1088708790572104865483,a632729d-9985-4330-8b20-c20312110517,2025-01-12 15:29:12.584576,12,True
ES4884216498803600318534,9d0edb76-764f-4389-ab90-ef1240afa53a,2025-02-03 16:08:33.820418,64,False
ES8623151584777979762247,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-01-14 09:58:19.988793,76,False
ES2320958449833500056315,f5febb9e-3c59-4c1f-bdc2-f03d2081e583,2025-02-09 07:57:17.671107,28,False
ES8526807767454751730087,33adf5ed-4a7b-4632-a225-d12aa5ab2cf6,2025-01-14 01:45:09.712188,48,True
ES6554979810448968727736,327d5e00-f3c1-45a6-a07a-138a4d1d4e33,2025-02-02 05:46:31.550672,56,False
ES6531144831313082226109,1b6d31bf-00a3-4734-b153-0d375bdcc146,2025-01-27 01:08:52.876420,93,False
ES9100092272393340080903,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-02-19 18:26:30.803357,94,True
ES8807162078246432565862,690db2d5-cb9f-42f3-845c-02c64e505b77,2025-01-20 18:28:30.269452,6,False
ES7589995242464348682278,c731523c-8b63-4afc-a35a-ab9020487be5,2025-01-27 09:42:09.851557,1,True
ES0815902048250047915783,607aefcb-ac9e-44fa-8265-ffff41abf5f1,2025-01-13 14:57:26.500394,19,True
ES8261244268232787202081,9f419b1e-5c79-4c53-b4ed-771fa8dfad31,2025-01-05 09:56:28.655316,74,False
ES4974662511740534374293,45b8c260-7a56-48be-a3c2-77292ceb4efb,2025-01-13 07:49:35.802663,95,False
ES6560163010994177404359,0f2e921e-3ff3-4a4a-a4c4-4e4c2fa275ae,2025-01-06 15:07:09.255052,23,False
ES2272955746167112461117,858806fb-9634-4400-8b2b-fa2b600f4c2e,2025-01-30 09:32:23.379057,89,False
ES5523348827469414868688,bdc09a35-239a-4fae-967a-fe9bebefff7f,2025-01-06 17:23:38.414930,51,False
ES3066892835221715710077,e2d56125-cd20-4af0-ab3b-ab44ca0b70c0,2025-01-11 13:37:54.477580,28,False
ES7195371687435952783195,5f504a91-800c-426b-b0a3-0bc5dac3df9c,2025-02-03 19:05:26.471005,16,True
ES0361275371475155876321,c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,2025-01-15 04:58:09.181220,61,True
ES6391482763265324546600,45c39736-3a7a-46f9-8bb9-cf5479c6edde,2025-01-30 10:00:01.953408,71,True
ES8036352201653556247038,4668c3b1-d695-410e-a0a8-40aeb0271c61,2025-01-19 04:01:52.272823,20,False
ES1351036753952159843727,8162bbdb-8db5-4364-8b2c-a4be72937fa0,2025-01-17 23:09:47.208018,26,False
ES4597116725310942115961,6ce465e0-f516-43e0-ba0c-1f0a1dde5b4c,2025-01-22 19:12:02.089496,37,False
ES8503889593693451825582,4c8fa80d-4018-4820-b3b5-a0e494f70802,2025-02-20 11:53:19.426604,90,True
ES0499076527365304407223,d023ca17-0b27-4690-8744-64f54f9bfb5f,2025-01-20 00:10:59.603590,20,True
ES9839684907606304757897,9e222dfc-5745-4996-b7db-f858262ceb45,2025-02-04 15:54:29.520772,44,True
ES3728302302571994869902,144f0686-7b2e-492c-aa96-1045808fc6d7,2025-01-03 15:37:20.187644,70,True
ES6394098849354469068730,589d849d-e2b7-48d2-9062-92e2f4e34f17,2025-02-01 14:47:00.917511,13,False
ES8513084206163459422189,8945445f-e056-469c-9d0c-b335fef7f9eb,2025-02-17 13:57:36.178253,71,False
ES9670089194441964364039,d4113ba5-e411-4c61-af6f-3d5b765091bf,2025-01-13 14:36:25.221551,49,True
ES2041487772529175812558,1f82c713-d03f-45e3-a696-f71db0358088,2025-01-07 07:17:48.355077,31,False
ES1035376423626679532273,63c22536-d798-4d1f-89fc-234beefab551,2025-02-26 05:00:19.459282,16,False
ES4856125206350359121167,b67ca90e-a3e6-40f0-ad21-355cfb5e4dbd,2025-01-17 03:12:31.804047,98,False
ES2249628900000006512087,53584dce-deca-4fbc-b802-1760125d3a72,2025-01-03 13:43:28.016893,27,False
ES7544499915143153728477,520d2bc0-b4c7-4e03-b144-0240cad5484e,2025-02-01 00:27:41.941561,75,False
ES4139069286371186502031,58a6a95f-bb92-4c93-98e1-88a16fdd9c67,2025-02-18 19:55:33.847265,29,True
ES4486796469224656105536,0d22853a-bbff-493f-a9ee-59e1e5aa2b71,2025-02-10 03:57:32.831768,14,True
ES5049578284893190093173,ccf09822-d84c-4b6f-b802-c5204b7983e3,2025-02-25 16:51:28.281190,100,True
ES1816530282459903028782,c3a2ff53-572e-439d-bbe7-09507898b55e,2025-02-22 19:34:17.971487,24,False
ES7035125561343644775657,a632729d-9985-4330-8b20-c20312110517,2025-02-21 10:33:10.343880,91,False
ES4841671455635145927022,1ad84c3e-47f7-4530-9362-76ebc9c03d3d,2025-02-03 22:53:53.042389,50,True
ES5463943001713121179722,62e689a5-e9b4-4468-af53-1534e73e2f33,2025-01-15 22:37:36.902824,15,True
ES3836213690274488464608,d341096e-6146-4bf1-be82-fe57c9d91bcc,2025-01-03 12:26:59.520544,49,True
ES0714518365470328444413,aeca94aa-1717-408b-b74f-4d7cac27f5cf,2025-02-05 03:50:56.937624,30,False
ES6395024794242334762726,96ad2692-4ba6-403d-ac35-218ebf9b175d,2025-01-26 00:33:44.424776,34,True
ES0885804866535989692439,7ed1d52b-7aef-40de-bd20-49d8688d6ed8,2025-02-08 08:18:10.002387,1,True
ES4826322338986112018824,78e55bd5-7620-44c1-9e5d-d75c30337814,2025-02-19 09:50:41.013768,38,False
ES8091455847973650620530,72e2d9e6-fedf-4422-bb18-9dc99e1b4e80,2025-01-30 07:58:44.904819,90,True
ES9850492379758329966244,6b39f533-f817-43bf-b5ab-2565ef3b16b9,2025-02-17 16:50:37.781366,92,False
ES4709642047815833996834,a00fecee-f624-45e6-bc81-caa01a7f389f,2025-01-21 11:56:15.227091,37,False
ES0738131435132869681318,e1086cb0-8763-457b-a010-d13ab2633d2b,2025-01-21 08:45:19.583673,48,True
ES2154619064688849886109,bafc6d0c-3ab8-497a-bb23-3f269b8ac802,2025-02-20 22:00:54.642027,55,True
ES4407620377009955577023,6dda798a-294a-4e7f-a0b8-61c63e94acc9,2025-02-15 16:50:42.140515,38,True
ES9802234573957806527242,ccf09822-d84c-4b6f-b802-c5204b7983e3,2025-02-02 09:29:44.372437,88,True
ES4714232993003746955786,3598cce2-8797-472a-8d56-ed50b3d81dee,2025-01-03 09:19:32.551844,28,True
ES8063542968012941839052,4475dec8-792f-45d3-b06e-52e4147616f4,2025-02-09 15:04:33.496639,80,False
ES7372042202202404382446,faf22472-8f43-4a7f-8dd5-49515d69d40c,2025-02-16 21:47:23.906011,57,False
ES5523348827469414868688,5d431013-9792-4920-afae-0406d292657b,2025-02-21 06:28:39.396476,4,True
ES9830520431796806931660,5b7ddf40-164d-455f-832b-e2648a2614c2,2025-02-01 18:10:18.070449,45,False
ES7885036992413268116434,5844093a-5142-4fc1-8817-bace3f44029d,2025-01-08 15:08:52.346277,19,False
ES4524323951068014587632,68e9482d-60dc-4dbd-9525-c5ed2fcf8ea3,2025-01-03 12:23:59.706045,34,True
ES4354609178505634061782,08285ac2-a89e-40fe-8e40-7cf60b1e7912,2025-01-20 06:22:39.918467,72,False
ES9255755033590586796030,48471968-7c48-4380-9378-176b53c8c403,2025-01-23 02:15:31.343601,26,False
ES4671557600856982420056,b31b898b-7f8a-4920-bdfe-491f7153d48b,2025-01-13 15:00:02.898063,63,True
ES6167210746204793748474,9de137b4-2064-41a2-a5c6-83df89b8c44e,2025-01-29 11:51:30.482001,1,False
ES9393052673632474562322,b3544642-57ea-465b-b816-69f62f801934,2025-01-06 00:06:40.118053,6,True
ES2805381208960575879491,0ee7e8fd-a7b7-40a7-b90a-0aa2bb027f3a,2025-01-27 20:19:38.517227,17,False
ES4144418200019897147138,41f1daa1-b092-48ee-8b40-44751cdb080e,2025-02-16 17:38:05.324747,87,False
ES3941819759818261846015,76a02b4c-325a-4c80-b0c6-ecf06cea6a0a,2025-01-15 18:21:05.058567,32,False
ES1574613934927285936288,9abdb1d0-e38f-402c-8139-270d49cf8cdb,2025-02-08 09:37:10.490837,57,True
ES8471703774561937126869,5140f4f6-87f6-4273-a7be-713ba0bd013b,2025-01-29 10:09:32.294999,28,False
